id,siRef,sno,itmCod,desc,qty,price,disc,tot,traDate,action
2300126,2300126,2,10018006,SVTA Radio Hand Pice 6,2,2380,0,4760,2023-6-3 13-11-30,
2300126,2300126,3,10018007,SVTA Radio Hand Pice 7,2,2520,0,5040,2023-6-3 13-11-30,
2300126,2300126,4,10018008,SVTA Radio Hand Pice 8,3,1400,0,4200,2023-6-3 13-11-30,
2300126,2300126,5,10018000,SVTA Radio,2,25200,3200,47200,2023-6-3 13-11-30,
2300127,2300127,1,10016000,My Ultrasonic,1,9800,1800,8000,2023-6-3 13-11-57,
2300127,2300127,2,10017000,SPA Slim,1,8400,1400,7000,2023-6-3 13-11-57,
2300128,2300128,1,10018007,SVTA Radio Hand Pice 7,2,2520,500,4540,2023-6-3 13-12-17,
2300128,2300128,2,10018008,SVTA Radio Hand Pice 8,4,1400,30,5570,2023-6-3 13-12-17,
2300128,2300128,3,10018000,SVTA Radio,1,25200,3200,22000,2023-6-3 13-12-17,
2300129,2300129,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,500,7200,2023-6-3 13-12-30,
2300129,2300129,2,10004002,RF Fractional CO2 Laser - Accessories,5,1400,20,6980,2023-6-3 13-12-30,
2300130,2300130,1,10008000,DeodLeaser,1,15400,300,15100,2023-6-3 13-12-59,
2300130,2300130,2,10009001,G5 Slimming Applicators,4,2800,255,10945,2023-6-3 13-12-59,
2300130,2300130,3,10014000,Konmision,1,39200,1200,38000,2023-6-3 13-12-59,
2300131,2300131,1,10001000,Microneedling RF,1,31465,2465,29000,2023-6-3 13-13-51,
2300131,2300131,2,10001001,Microneedling RF - HandPiece,1,4725,650,4075,2023-6-3 13-13-51,
2300132,2300132,1,10008000,DeodLeaser,1,15400,2400,13000,2023-6-3 13-14-3,
2300132,2300132,2,10009001,G5 Slimming Applicators,2,2800,240,5360,2023-6-3 13-14-3,
2300133,2300133,1,10013000,Jumia,1,25200,2200,23000,2023-6-3 13-14-20,
2300133,2300133,2,10014000,Konmision,1,39200,3200,36000,2023-6-3 13-14-20,
2300134,2300134,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,41000,2023-6-3 13-14-54,
2300134,2300134,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,8700,2023-6-3 13-14-54,
2300135,2300135,1,10017000,SPA Slim,1,8400,400,8000,2023-6-3 13-15-7,
2300135,2300135,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4680,2023-6-3 13-15-7,
2300136,2300136,1,10019000,VCA Laser,1,39200,6200,33000,2023-6-3 13-15-22,
2300136,2300136,2,10019001,VCA Leaser Hand Piece,2,40000,7500,72500,2023-6-3 13-15-22,
2300137,2300137,1,10018003,SVTA Radio Hand Pice 3,2,1960,880,3040,2023-6-3 13-15-34,
2300137,2300137,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3420,2023-6-3 13-15-34,
2300138,2300138,1,10011000,Hydra Fresh,1,74200,15400,58800,2023-6-3 13-15-45,
2300138,2300138,2,10012000,Hydra-new,2,16800,3800,29800,2023-6-3 13-15-45,
2300138,2300138,3,10013000,Jumia,1,25200,5200,20000,2023-6-3 13-15-45,
2300139,2300139,1,10016000,My Ultrasonic,1,9800,2600,7200,2023-6-3 13-16-5,
2300140,2300140,1,10019000,VCA Laser,1,39200,3200,36000,2023-6-3 13-16-19,
2300140,2300140,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 13-16-19,
2300141,2300141,1,10001000,Microneedling RF,1,31465,2465,29000,2023-6-3 13-16-34,
2300141,2300141,2,10001001,Microneedling RF - HandPiece,4,4725,1450,17450,2023-6-3 13-16-34,
2300141,2300141,3,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,1700,6000,2023-6-3 13-16-34,
2300141,2300141,4,10004002,RF Fractional CO2 Laser - Accessories,4,1400,400,5200,2023-6-3 13-16-34,
2300142,2300142,1,10018000,SVTA Radio,1,25200,500,24700,2023-6-3 13-16-47,
2300142,2300142,2,10018001,SVTA Radio Hand Pice 1,3,1680,180,4860,2023-6-3 13-16-47,
2300142,2300142,3,10018002,SVTA Radio Hand Pice 2,2,2100,200,4000,2023-6-3 13-16-47,
2300142,2300142,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3730,2023-6-3 13-16-47,
2300142,2300142,5,10018004,SVTA Radio Hand Pice 4,1,1820,220,1600,2023-6-3 13-16-47,
2300143,2300143,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,700,7000,2023-6-3 13-16-58,
2300143,2300143,2,10004002,RF Fractional CO2 Laser - Accessories,6,1400,1600,6800,2023-6-3 13-16-58,
2300144,2300144,1,10001000,Microneedling RF,1,31465,2465,29000,2023-6-3 13-17-8,
2300144,2300144,2,10001001,Microneedling RF - HandPiece,2,4725,2450,7000,2023-6-3 13-17-8,
2300145,2300145,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4680,2023-6-3 13-17-58,
2300145,2300145,2,10018002,SVTA Radio Hand Pice 2,4,2100,300,8100,2023-6-3 13-17-58,
2300146,2300146,1,10012000,Hydra-new,2,16800,280,33320,2023-6-3 13-18-13,
2300146,2300146,2,10013000,Jumia,1,25200,3200,22000,2023-6-3 13-18-13,
2300147,2300147,1,10018005,SVTA Radio Hand Pice 5,3,2240,240,6480,2023-6-3 13-18-29,
2300147,2300147,2,10018006,SVTA Radio Hand Pice 6,2,2380,1760,3000,2023-6-3 13-18-29,
2300148,2300148,1,10018000,SVTA Radio,1,25200,4400,20800,2023-6-3 13-18-48,
2300148,2300148,2,10019000,VCA Laser,1,39200,320,38880,2023-6-3 13-18-48,
2300149,2300149,1,10013000,Jumia,1,25200,2200,23000,2023-6-3 13-18-59,
2300149,2300149,2,10014000,Konmision,1,39200,3200,36000,2023-6-3 13-18-59,
2300150,2300150,1,10007000,Crio Lipo,1,36400,4400,32000,2023-6-3 13-19-12,
2300150,2300150,2,10008001,DeodLeaser Hand Piece,5,2100,300,10200,2023-6-3 13-19-12,
2300151,2300151,1,10006000,Caviation Laser,1,24500,6000,18500,2023-6-3 13-19-28,
2300152,2300152,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,41000,2023-6-3 13-19-39,
2300152,2300152,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,1,6300,3900,2400,2023-6-3 13-19-39,
2300153,2300153,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4680,2023-6-3 13-20-3,
2300153,2300153,2,10018002,SVTA Radio Hand Pice 2,5,2100,300,10200,2023-6-3 13-20-3,
2300154,2300154,1,10008001,DeodLeaser Hand Piece,4,2100,300,8100,2023-6-3 13-20-14,
2300154,2300154,2,10008000,DeodLeaser,2,15400,3400,27400,2023-6-3 13-20-14,
2300155,2300155,1,10018003,SVTA Radio Hand Pice 3,3,1960,880,5000,2023-6-3 13-20-26,
2300155,2300155,2,10018004,SVTA Radio Hand Pice 4,4,1820,220,7060,2023-6-3 13-20-26,
2300156,2300156,1,10019000,VCA Laser,1,39200,6200,33000,2023-6-3 13-20-42,
2300156,2300156,2,10019001,VCA Leaser Hand Piece,2,40000,7500,72500,2023-6-3 13-20-42,
2300157,2300157,1,10015000,Mickcara,1,43400,4400,39000,2023-6-3 13-21-0,
2300157,2300157,2,10016000,My Ultrasonic,2,9800,3600,16000,2023-6-3 13-21-0,
2300158,2300158,1,10011000,Hydra Fresh,1,74200,15400,58800,2023-6-3 13-21-13,
2300158,2300158,2,10012000,Hydra-new,2,16800,3800,29800,2023-6-3 13-21-13,
2300158,2300158,3,10013000,Jumia,1,25200,5200,20000,2023-6-3 13-21-13,
2300159,2300159,1,10008001,DeodLeaser Hand Piece,5,2100,350,10150,2023-6-3 13-21-25,
2300160,2300160,1,10017000,SPA Slim,2,8400,400,16400,2023-6-3 13-21-35,
2300160,2300160,2,10018001,SVTA Radio Hand Pice 1,5,1680,360,8040,2023-6-3 13-21-35,
2300161,2300161,1,10019000,VCA Laser,1,39200,9400,29800,2023-6-3 13-21-50,
2300161,2300161,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 13-21-50,
2300162,2300162,1,10016000,My Ultrasonic,2,9800,2600,17000,2023-6-3 13-22-2,
2300163,2300163,1,10006000,Caviation Laser,1,24500,3500,21000,2023-6-3 13-22-11,
2300163,2300163,2,10007000,Crio Lipo,1,36400,5400,31000,2023-6-3 13-22-11,
2300163,2300163,3,10009001,G5 Slimming Applicators,5,2800,550,13450,2023-6-3 13-22-11,
2300164,2300164,1,10019000,VCA Laser,1,39200,3200,36000,2023-6-3 13-22-20,
2300164,2300164,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 13-22-20,
2300165,2300165,1,10008000,DeodLeaser,2,15400,3400,27400,2023-6-3 13-22-32,
2300165,2300165,2,10008001,DeodLeaser Hand Piece,3,2100,300,6000,2023-6-3 13-22-32,
2300166,2300166,1,10001000,Microneedling RF,1,31465,3465,28000,2023-6-3 13-22-55,
2300166,2300166,2,10001001,Microneedling RF - HandPiece,3,4725,2175,12000,2023-6-3 13-22-55,
2300167,2300167,1,10004000,RF Fractional CO2 Laser,1,81900,3900,78000,2023-6-3 13-23-9,
2300168,2300168,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5260,2023-6-3 13-23-20,
2300168,2300168,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4340,2023-6-3 13-23-20,
2300169,2300169,1,10018005,SVTA Radio Hand Pice 5,2,2240,4800,-320,2023-6-3 13-23-32,
2300169,2300169,2,10018006,SVTA Radio Hand Pice 6,5,2380,0,11900,2023-6-3 13-23-32,
2300169,2300169,3,10018007,SVTA Radio Hand Pice 7,3,2520,0,7560,2023-6-3 13-23-32,
2300169,2300169,4,10018008,SVTA Radio Hand Pice 8,1,1400,0,1400,2023-6-3 13-23-32,
2300169,2300169,5,10018000,SVTA Radio,2,25200,3200,47200,2023-6-3 13-23-32,
2300170,2300170,1,10016000,My Ultrasonic,1,9800,1800,8000,2023-6-3 13-23-44,
2300170,2300170,2,10017000,SPA Slim,2,8400,1400,15400,2023-6-3 13-23-44,
2300171,2300171,1,10001000,Microneedling RF,2,31465,2465,60465,2023-6-3 13-23-58,
2300171,2300171,2,10001001,Microneedling RF - HandPiece,1,4725,1450,3275,2023-6-3 13-23-58,
2300171,2300171,3,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,1700,13700,2023-6-3 13-23-58,
2300171,2300171,4,10004002,RF Fractional CO2 Laser - Accessories,1,1400,400,1000,2023-6-3 13-23-58,
2300172,2300172,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,500,14900,2023-6-3 13-24-10,
2300172,2300172,2,10004002,RF Fractional CO2 Laser - Accessories,1,1400,20,1380,2023-6-3 13-24-10,
2300173,2300173,1,10011000,Hydra Fresh,1,74200,14200,60000,2023-6-3 13-24-26,
2300173,2300173,2,10013000,Jumia,1,25200,5200,20000,2023-6-3 13-24-26,
2300173,2300173,3,10016000,My Ultrasonic,2,9800,1600,18000,2023-6-3 13-24-26,
2300174,2300174,1,10008000,DeodLeaser,2,15400,300,30500,2023-6-3 13-24-35,
2300174,2300174,2,10009001,G5 Slimming Applicators,2,2800,255,5345,2023-6-3 13-24-35,
2300174,2300174,3,10014000,Konmision,1,39200,1200,38000,2023-6-3 13-24-35,
2300175,2300175,1,10004000,RF Fractional CO2 Laser,1,81900,2900,79000,2023-6-3 13-24-45,
2300175,2300175,2,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,300,15100,2023-6-3 13-24-45,
2300176,2300176,1,10018004,SVTA Radio Hand Pice 4,5,1820,220,8880,2023-6-3 13-24-54,
2300176,2300176,2,10018005,SVTA Radio Hand Pice 5,4,2240,240,8720,2023-6-3 13-24-54,
2300177,2300177,1,10008000,DeodLeaser,1,15400,2400,13000,2023-6-3 13-25-4,
2300177,2300177,2,10009001,G5 Slimming Applicators,3,2800,240,8160,2023-6-3 13-25-4,
2300178,2300178,1,10018001,SVTA Radio Hand Pice 1,4,1680,280,6440,2023-6-3 13-25-32,
2300178,2300178,2,10018000,SVTA Radio,1,25200,3200,22000,2023-6-3 13-25-32,
2300179,2300179,1,10009000,G5 Slimming,1,51800,3800,48000,2023-6-3 13-25-44,
2300179,2300179,2,10009001,G5 Slimming Applicators,3,2800,1400,7000,2023-6-3 13-25-44,
2300179,2300179,3,10010000,Hiemt A,1,85400,4400,81000,2023-6-3 13-25-44,
2300180,2300180,1,10001000,Microneedling RF,1,31465,2465,29000,2023-6-3 13-25-59,
2300180,2300180,2,10001001,Microneedling RF - HandPiece,3,4725,2450,11725,2023-6-3 13-25-59,
2300181,2300181,1,10007000,Crio Lipo,2,36400,4400,68400,2023-6-3 13-26-44,
2300181,2300181,2,10008001,DeodLeaser Hand Piece,2,2100,300,3900,2023-6-3 13-26-44,
2300182,2300182,1,10008000,DeodLeaser,2,15400,2400,28400,2023-6-3 13-27-3,
2300182,2300182,2,10009001,G5 Slimming Applicators,2,2800,240,5360,2023-6-3 13-27-3,
2300183,2300183,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2040,2023-6-3 13-27-15,
2300183,2300183,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5140,2023-6-3 13-27-15,
2300184,2300184,1,10018001,SVTA Radio Hand Pice 1,1,1680,360,1320,2023-6-3 13-27-28,
2300184,2300184,2,10018002,SVTA Radio Hand Pice 2,2,2100,300,3900,2023-6-3 13-27-28,
2300185,2300185,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,700,14700,2023-6-3 13-28-35,
2300185,2300185,2,10004002,RF Fractional CO2 Laser - Accessories,6,1400,1600,6800,2023-6-3 13-28-35,
2300186,2300186,1,10018007,SVTA Radio Hand Pice 7,3,2520,500,7060,2023-6-3 13-28-59,
2300186,2300186,2,10018008,SVTA Radio Hand Pice 8,2,1400,30,2770,2023-6-3 13-28-59,
2300186,2300186,3,10018000,SVTA Radio,2,25200,3200,47200,2023-6-3 13-28-59,
2300187,2300187,1,10018001,SVTA Radio Hand Pice 1,2,1680,280,3080,2023-6-3 13-29-8,
2300187,2300187,2,10018000,SVTA Radio,1,25200,3200,22000,2023-6-3 13-29-8,
2300188,2300188,1,10006000,Caviation Laser,1,24500,6000,18500,2023-6-3 13-29-21,
2300189,2300189,1,10019000,VCA Laser,1,39200,3200,36000,2023-6-3 13-29-33,
2300189,2300189,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 13-29-33,
2300190,2300190,1,10011000,Hydra Fresh,1,74200,14200,60000,2023-6-3 13-29-45,
2300190,2300190,2,10013000,Jumia,1,25200,5200,20000,2023-6-3 13-29-45,
2300190,2300190,3,10016000,My Ultrasonic,3,9800,1600,27800,2023-6-3 13-29-45,
2300191,2300191,1,10008001,DeodLeaser Hand Piece,3,2100,300,6000,2023-6-3 13-29-56,
2300192,2300192,1,10018005,SVTA Radio Hand Pice 5,3,2240,240,6480,2023-6-3 13-30-8,
2300192,2300192,2,10018006,SVTA Radio Hand Pice 6,1,2380,1760,620,2023-6-3 13-30-8,
2300193,2300193,1,10018000,SVTA Radio,1,25200,4400,20800,2023-6-3 13-30-22,
2300193,2300193,2,10019000,VCA Laser,1,39200,320,38880,2023-6-3 13-30-22,
2300194,2300194,1,10009000,G5 Slimming,1,51800,3800,48000,2023-6-3 13-30-35,
2300194,2300194,2,10009001,G5 Slimming Applicators,4,2800,1400,9800,2023-6-3 13-30-35,
2300194,2300194,3,10010000,Hiemt A,1,85400,4400,81000,2023-6-3 13-30-35,
2300195,2300195,1,10018004,SVTA Radio Hand Pice 4,2,1820,220,3420,2023-6-3 13-30-48,
2300195,2300195,2,10018005,SVTA Radio Hand Pice 5,2,2240,240,4240,2023-6-3 13-30-48,
2300196,2300196,1,10008001,DeodLeaser Hand Piece,4,2100,300,8100,2023-6-3 13-31-2,
2300196,2300196,2,10008000,DeodLeaser,2,15400,3400,27400,2023-6-3 13-31-2,
2300197,2300197,1,10003000,Portable Diode Laser Hair Removal Equipment,2,47180,6180,88180,2023-6-3 13-31-19,
2300197,2300197,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,8700,2023-6-3 13-31-19,
2300198,2300198,1,10013000,Jumia,1,25200,2200,23000,2023-6-3 13-31-38,
2300198,2300198,2,10014000,Konmision,1,39200,3200,36000,2023-6-3 13-31-38,
2300199,2300199,1,10007000,Crio Lipo,1,36400,3400,33000,2023-6-3 13-31-52,
2300199,2300199,2,10008001,DeodLeaser Hand Piece,3,2100,1300,5000,2023-6-3 13-31-52,
2300200,2300200,1,10019000,VCA Laser,1,39200,3200,36000,2023-6-3 13-32-6,
2300200,2300200,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 13-32-6,
2300201,2300201,1,10008001,DeodLeaser Hand Piece,2,2100,300,3900,2023-6-3 13-32-19,
2300202,2300202,1,10018000,SVTA Radio,1,25200,500,24700,2023-6-3 13-32-37,
2300202,2300202,2,10018001,SVTA Radio Hand Pice 1,3,1680,180,4860,2023-6-3 13-32-37,
2300202,2300202,3,10018002,SVTA Radio Hand Pice 2,2,2100,200,4000,2023-6-3 13-32-37,
2300202,2300202,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3730,2023-6-3 13-32-37,
2300202,2300202,5,10018004,SVTA Radio Hand Pice 4,2,1820,220,3420,2023-6-3 13-32-37,
2300203,2300203,1,10017000,SPA Slim,2,8400,400,16400,2023-6-3 13-33-4,
2300203,2300203,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4680,2023-6-3 13-33-4,
2300204,2300204,1,10008001,DeodLeaser Hand Piece,3,2100,350,5950,2023-6-3 13-33-15,
2300205,2300205,1,10012000,Hydra-new,1,16800,280,16520,2023-6-3 13-33-32,
2300205,2300205,2,10013000,Jumia,1,25200,3200,22000,2023-6-3 13-33-32,
2300206,2300206,1,10018007,SVTA Radio Hand Pice 7,1,2520,1040,1480,2023-6-3 13-33-46,
2300206,2300206,2,10018008,SVTA Radio Hand Pice 8,5,1400,350,6650,2023-6-3 13-33-46,
2300207,2300207,1,10006000,Caviation Laser,2,24500,3500,45500,2023-6-3 13-34-5,
2300207,2300207,2,10007000,Crio Lipo,1,36400,5400,31000,2023-6-3 13-34-5,
2300207,2300207,3,10009001,G5 Slimming Applicators,3,2800,550,7850,2023-6-3 13-34-5,
2300208,2300208,1,10018007,SVTA Radio Hand Pice 7,1,2520,1040,1480,2023-6-3 13-34-27,
2300208,2300208,2,10018008,SVTA Radio Hand Pice 8,2,1400,350,2450,2023-6-3 13-34-27,
2300209,2300209,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2040,2023-6-3 13-34-39,
2300209,2300209,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5140,2023-6-3 13-34-39,
2300210,2300210,1,10004000,RF Fractional CO2 Laser,1,81900,3900,78000,2023-6-3 13-34-52,
2300211,2300211,1,10001000,Microneedling RF,2,31465,3465,59465,2023-6-3 13-35-7,
2300211,2300211,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7275,2023-6-3 13-35-7,
2300212,2300212,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5260,2023-6-3 13-35-25,
2300212,2300212,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4340,2023-6-3 13-35-25,
2300213,2300213,1,10008000,DeodLeaser,1,15400,3400,12000,2023-6-3 13-35-42,
2300213,2300213,2,10008001,DeodLeaser Hand Piece,2,2100,300,3900,2023-6-3 13-35-42,
2300214,2300214,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,1920,2023-6-3 13-35-57,
2300214,2300214,2,10018006,SVTA Radio Hand Pice 6,2,2380,0,4760,2023-6-3 13-35-57,
2300214,2300214,3,10018007,SVTA Radio Hand Pice 7,2,2520,0,5040,2023-6-3 13-35-57,
2300214,2300214,4,10018008,SVTA Radio Hand Pice 8,2,1400,0,2800,2023-6-3 13-35-57,
2300214,2300214,5,10018000,SVTA Radio,2,25200,3200,47200,2023-6-3 13-35-57,
2300215,2300215,1,10004000,RF Fractional CO2 Laser,1,81900,2900,79000,2023-6-3 13-36-9,
2300215,2300215,2,10004001,RF Fractional CO2 Laser - Handpiece,3,7700,300,22800,2023-6-3 13-36-9,
2300216,2300216,1,10001000,Microneedling RF,1,31465,2465,29000,2023-6-3 13-36-28,
2300216,2300216,2,10001001,Microneedling RF - HandPiece,2,4725,650,8800,2023-6-3 13-36-28,
2300217,2300217,1,10001000,Microneedling RF,1,31465,2465,29000,2023-6-3 13-36-41,
2300217,2300217,2,10001001,Microneedling RF - HandPiece,5,4725,1450,22175,2023-6-3 13-36-41,
2300217,2300217,3,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,1700,6000,2023-6-3 13-36-41,
2300217,2300217,4,10004002,RF Fractional CO2 Laser - Accessories,3,1400,400,3800,2023-6-3 13-36-41,
2300218,2300218,1,10018003,SVTA Radio Hand Pice 3,4,1960,880,6960,2023-6-3 13-36-56,
2300218,2300218,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3420,2023-6-3 13-36-56,
2300219,2300219,1,10011000,Hydra Fresh,1,74200,15400,58800,2023-6-3 13-37-11,
2300219,2300219,2,10012000,Hydra-new,2,16800,3800,29800,2023-6-3 13-37-11,
2300219,2300219,3,10013000,Jumia,2,25200,5200,45200,2023-6-3 13-37-11,
2300220,2300220,1,10001000,Microneedling RF,1,31465,2465,29000,2023-6-3 13-37-22,
2300220,2300220,2,10001001,Microneedling RF - HandPiece,3,4725,650,13525,2023-6-3 13-37-22,
2300221,2300221,1,10018007,SVTA Radio Hand Pice 7,2,2520,500,4540,2023-6-3 13-37-36,
2300221,2300221,2,10018008,SVTA Radio Hand Pice 8,4,1400,30,5570,2023-6-3 13-37-36,
2300221,2300221,3,10018000,SVTA Radio,1,25200,3200,22000,2023-6-3 13-37-36,
2300222,2300222,1,10018001,SVTA Radio Hand Pice 1,5,1680,280,8120,2023-6-3 13-37-48,
2300222,2300222,2,10018000,SVTA Radio,1,25200,3200,22000,2023-6-3 13-37-48,
2300223,2300223,1,10008000,DeodLeaser,1,15400,300,15100,2023-6-3 13-38-0,
2300223,2300223,2,10009001,G5 Slimming Applicators,4,2800,255,10945,2023-6-3 13-38-0,
2300223,2300223,3,10014000,Konmision,1,39200,1200,38000,2023-6-3 13-38-0,
2300224,2300224,1,10007000,Crio Lipo,1,36400,4400,32000,2023-6-3 13-38-10,
2300224,2300224,2,10008001,DeodLeaser Hand Piece,5,2100,300,10200,2023-6-3 13-38-10,
2300225,2300225,1,10018000,SVTA Radio,1,25200,500,24700,2023-6-3 13-38-22,
2300225,2300225,2,10018001,SVTA Radio Hand Pice 1,2,1680,180,3180,2023-6-3 13-38-22,
2300225,2300225,3,10018002,SVTA Radio Hand Pice 2,3,2100,200,6100,2023-6-3 13-38-22,
2300225,2300225,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3730,2023-6-3 13-38-22,
2300225,2300225,5,10018004,SVTA Radio Hand Pice 4,3,1820,220,5240,2023-6-3 13-38-22,
2300226,2300226,1,10007000,Crio Lipo,1,36400,3400,33000,2023-6-3 13-38-36,
2300226,2300226,2,10008001,DeodLeaser Hand Piece,4,2100,1300,7100,2023-6-3 13-38-36,
2300227,2300227,1,10016000,My Ultrasonic,1,9800,2600,7200,2023-6-3 13-38-47,
2300228,2300228,1,10018001,SVTA Radio Hand Pice 1,4,1680,360,6360,2023-6-3 13-39-0,
2300228,2300228,2,10018002,SVTA Radio Hand Pice 2,3,2100,300,6000,2023-6-3 13-39-0,
2300229,2300229,1,10019000,VCA Laser,1,39200,3200,36000,2023-6-3 13-39-15,
2300229,2300229,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 13-39-15,
2300230,2300230,1,10015000,Mickcara,1,43400,4400,39000,2023-6-3 13-39-30,
2300230,2300230,2,10016000,My Ultrasonic,3,9800,3600,25800,2023-6-3 13-39-30,
2300231,2300231,1,10018004,SVTA Radio Hand Pice 4,5,1820,220,8880,2023-6-3 13-39-45,
2300231,2300231,2,10018005,SVTA Radio Hand Pice 5,4,2240,240,8720,2023-6-3 13-39-45,
2300232,2300232,1,10019000,VCA Laser,1,39200,6200,33000,2023-6-3 13-39-58,
2300232,2300232,2,10019001,VCA Leaser Hand Piece,2,40000,7500,72500,2023-6-3 13-39-58,
2300233,2300233,1,10019000,VCA Laser,1,39200,9400,29800,2023-6-3 13-40-17,
2300233,2300233,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 13-40-17,
2300234,2300234,1,10016000,My Ultrasonic,2,9800,1800,17800,2023-6-3 13-40-30,
2300234,2300234,2,10017000,SPA Slim,1,8400,1400,7000,2023-6-3 13-40-30,
2300235,2300235,1,10008000,DeodLeaser,1,15400,2400,13000,2023-6-3 13-40-42,
2300235,2300235,2,10009001,G5 Slimming Applicators,3,2800,240,8160,2023-6-3 13-40-42,
2300236,2300236,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,500,7200,2023-6-3 13-40-55,
2300236,2300236,2,10004002,RF Fractional CO2 Laser - Accessories,5,1400,20,6980,2023-6-3 13-40-55,
2300237,2300237,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,700,7000,2023-6-3 13-41-9,
2300237,2300237,2,10004002,RF Fractional CO2 Laser - Accessories,7,1400,1600,8200,2023-6-3 13-41-9,
2300238,2300238,1,10009000,G5 Slimming,1,51800,3800,48000,2023-6-3 13-41-40,
2300238,2300238,2,10009001,G5 Slimming Applicators,3,2800,1400,7000,2023-6-3 13-41-40,
2300238,2300238,3,10010000,Hiemt A,1,85400,4400,81000,2023-6-3 13-41-40,
2300239,2300239,1,10011000,Hydra Fresh,1,74200,13000,61200,2023-6-3 13-41-54,
2300239,2300239,2,10013000,Jumia,2,25200,5200,45200,2023-6-3 13-41-54,
2300239,2300239,3,10016000,My Ultrasonic,2,9800,1600,18000,2023-6-3 13-41-54,
2300240,2300240,1,10008001,DeodLeaser Hand Piece,4,2100,300,8100,2023-6-3 13-42-7,
2300240,2300240,2,10008000,DeodLeaser,2,15400,3400,27400,2023-6-3 13-42-7,
2300241,2300241,1,10013000,Jumia,1,25200,2200,23000,2023-6-3 13-42-19,
2300241,2300241,2,10014000,Konmision,1,39200,3200,36000,2023-6-3 13-42-19,
2300242,2300242,1,10018003,SVTA Radio Hand Pice 3,3,1960,880,5000,2023-6-3 13-42-31,
2300242,2300242,2,10018004,SVTA Radio Hand Pice 4,5,1820,220,8880,2023-6-3 13-42-31,
2300243,2300243,1,10012000,Hydra-new,1,16800,280,16520,2023-6-3 13-42-42,
2300243,2300243,2,10013000,Jumia,1,25200,3200,22000,2023-6-3 13-42-42,
2300244,2300244,1,10018005,SVTA Radio Hand Pice 5,4,2240,240,8720,2023-6-3 13-42-51,
2300244,2300244,2,10018006,SVTA Radio Hand Pice 6,2,2380,1760,3000,2023-6-3 13-42-51,
2300245,2300245,1,10001000,Microneedling RF,1,31465,2465,29000,2023-6-3 13-43-8,
2300245,2300245,2,10001001,Microneedling RF - HandPiece,2,4725,2450,7000,2023-6-3 13-43-8,
2300246,2300246,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4680,2023-6-3 13-43-20,
2300246,2300246,2,10018002,SVTA Radio Hand Pice 2,4,2100,300,8100,2023-6-3 13-43-20,
2300247,2300247,1,10019000,VCA Laser,1,39200,3200,36000,2023-6-3 13-43-32,
2300247,2300247,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 13-43-32,
2300248,2300248,1,10019000,VCA Laser,1,39200,6200,33000,2023-6-3 13-43-42,
2300248,2300248,2,10019001,VCA Leaser Hand Piece,2,40000,7500,72500,2023-6-3 13-43-42,
