Ref,Type,Date,accCode,accHead,Amount,Comm,traDate,action,brand,department,country
2300091,dl,5/10/2023,60110001,Cogs1,13500,23 North Wing BurJuman Centre Sheik Khalifa Bin,2023-5-29 22-22-41, ,0,0,0
2300091,dl,5/10/2023,37000001,Inventory at Cost,-13500,23 North Wing BurJuman Centre Sheik Khalifa Bin,2023-5-29 22-22-41, ,0,0,0
2300092,dl,5/26/2023,60110001,Cogs1,4200,SVTA Radio Hand Pice 1 to Spaces Spa Center,2023-5-29 22-22-55, ,0,0,0
2300092,dl,5/26/2023,37000001,Inventory at Cost,-4200,SVTA Radio Hand Pice 1 to Spaces Spa Center,2023-5-29 22-22-55, ,0,0,0
2300093,dl,4/29/2023,60110001,Cogs1,58500,"Al Qusais road,",2023-5-29 22-23-8, ,0,0,0
2300093,dl,4/29/2023,37000001,Inventory at Cost,-58500,"Al Qusais road,",2023-5-29 22-23-8, ,0,0,0
2300094,dl,4/26/2023,60110001,Cogs1,6600,"Dubai Resort Shop 2, Anatara, The Palm",2023-5-29 22-23-22, ,0,0,0
2300094,dl,4/26/2023,37000001,Inventory at Cost,-6600,"Dubai Resort Shop 2, Anatara, The Palm",2023-5-29 22-23-22, ,0,0,0
2300095,dl,5/19/2023,60110001,Cogs1,29225,Microneedling RF and HandPiece to Women's Medical Center (Dr. Ameena),2023-5-29 22-23-40, ,0,0,0
2300095,dl,5/19/2023,37000001,Inventory at Cost,-29225,Microneedling RF and HandPiece to Women's Medical Center (Dr. Ameena),2023-5-29 22-23-40, ,0,0,0
2300096,dl,6/8/2023,60110001,Cogs1,17500,Caviation Laser to Flora Beauty Spa,2023-5-29 22-23-59, ,0,0,0
2300096,dl,6/8/2023,37000001,Inventory at Cost,-17500,Caviation Laser to Flora Beauty Spa,2023-5-29 22-23-59, ,0,0,0
2300097,dl,6/9/2023,60110001,Cogs1,29000,Crio Lipo and DeodLeaser Hand Piece to German Clinic FZ LLC,2023-5-29 22-24-15, ,0,0,0
2300097,dl,6/9/2023,37000001,Inventory at Cost,-29000,Crio Lipo and DeodLeaser Hand Piece to German Clinic FZ LLC,2023-5-29 22-24-15, ,0,0,0
2300098,dl,6/10/2023,60110001,Cogs1,4000,SVTA Radio Hand Pice 3 & 4,2023-5-29 22-24-30, ,0,0,0
2300098,dl,6/10/2023,37000001,Inventory at Cost,-4000,SVTA Radio Hand Pice 3 & 4,2023-5-29 22-24-30, ,0,0,0
2300099,dl,5/18/2023,60110001,Cogs1,69500,RF Fractional CO2 Laser and Handpiece to Al Noor Pharmacy,2023-5-29 22-25-10, ,0,0,0
2300099,dl,5/18/2023,37000001,Inventory at Cost,-69500,RF Fractional CO2 Laser and Handpiece to Al Noor Pharmacy,2023-5-29 22-25-10, ,0,0,0
2300100,dl,6/9/2023,60110001,Cogs1,6500,SVTA Radio Hand Pice 5 & 6 to Al Burg Clinic,2023-5-29 22-25-25, ,0,0,0
2300100,dl,6/9/2023,37000001,Inventory at Cost,-6500,SVTA Radio Hand Pice 5 & 6 to Al Burg Clinic,2023-5-29 22-25-25, ,0,0,0
2300101,dl,6/7/2023,60110001,Cogs1,4200,VTA Radio Hand Pice 4 and 5 Women's Medical Center (Dr. Ameena),2023-5-29 22-25-41, ,0,0,0
2300101,dl,6/7/2023,37000001,Inventory at Cost,-4200,VTA Radio Hand Pice 4 and 5 Women's Medical Center (Dr. Ameena),2023-5-29 22-25-41, ,0,0,0
2300102,dl,5/29/2023,60110001,Cogs1,74000,SVTA Radio & VCA Laser to Flora Beauty Spa,2023-5-29 22-25-56, ,0,0,0
2300102,dl,5/29/2023,37000001,Inventory at Cost,-74000,SVTA Radio & VCA Laser to Flora Beauty Spa,2023-5-29 22-25-56, ,0,0,0
2300103,dl,6/20/2023,60110001,Cogs1,15500,DeodLeaser & DeodLeaser Hand Piece to Al Jameya Pharmacy,2023-5-29 22-27-5, ,0,0,0
2300103,dl,6/20/2023,37000001,Inventory at Cost,-15500,DeodLeaser & DeodLeaser Hand Piece to Al Jameya Pharmacy,2023-5-29 22-27-5, ,0,0,0
2300001,si,1/24/2023,22310093,Women's Medical Center (Dr. Ameena),34729,Microneedling RF and HandPiece to Women's Medical Center (Dr. Ameena),2023-5-29 22-27-46,0,0,0,0
2300001,si,1/24/2023,44280001,VAT Output Tax Payable,-1654,Microneedling RF and HandPiece to Women's Medical Center (Dr. Ameena),2023-5-29 22-27-46,0,0,0,0
2300001,si,1/24/2023,70120001,Credit Sales,-33075,Microneedling RF and HandPiece to Women's Medical Center (Dr. Ameena),2023-5-29 22-27-46,0,0,0,0
2300002,si,1/29/2023,22310055,Al Noor Pharmacy,90720,RF Fractional CO2 Laser and Handpiece to Al Noor Pharmacy,2023-5-29 22-28-1,0,0,0,0
2300002,si,1/29/2023,44280001,VAT Output Tax Payable,-4320,RF Fractional CO2 Laser and Handpiece to Al Noor Pharmacy,2023-5-29 22-28-1,0,0,0,0
2300002,si,1/29/2023,70120001,Credit Sales,-86400,RF Fractional CO2 Laser and Handpiece to Al Noor Pharmacy,2023-5-29 22-28-1,0,0,0,0
2300003,si,2/1/2023,22310182,Spaces Spa Center,5040,SVTA Radio Hand Pice 1 to Spaces Spa Center,2023-5-29 22-28-14,0,0,0,0
2300003,si,2/1/2023,44280001,VAT Output Tax Payable,-240,SVTA Radio Hand Pice 1 to Spaces Spa Center,2023-5-29 22-28-14,0,0,0,0
2300003,si,2/1/2023,70120001,Credit Sales,-4800,SVTA Radio Hand Pice 1 to Spaces Spa Center,2023-5-29 22-28-14,0,0,0,0
2300004,si,1/19/2023,22310029,Al Jameya Pharmacy,47670,Microneedling RF and RF Fractional Laser to Al Jameya Pharmacy,2023-5-29 22-28-39,0,0,0,0
2300004,si,1/19/2023,44280001,VAT Output Tax Payable,-2270,Microneedling RF and RF Fractional Laser to Al Jameya Pharmacy,2023-5-29 22-28-39,0,0,0,0
2300004,si,1/19/2023,70120001,Credit Sales,-45400,Microneedling RF and RF Fractional Laser to Al Jameya Pharmacy,2023-5-29 22-28-39,0,0,0,0
2300005,si,2/28/2023,22310097,Sahar Pharmacy,29306,SVTA Radio and Hand Pice 7 & 8 Sahar Pharmacy,2023-5-29 22-28-59,0,0,0,0
2300005,si,2/28/2023,44280001,VAT Output Tax Payable,-1396,SVTA Radio and Hand Pice 7 & 8 Sahar Pharmacy,2023-5-29 22-28-59,0,0,0,0
2300005,si,2/28/2023,70120001,Credit Sales,-27910,SVTA Radio and Hand Pice 7 & 8 Sahar Pharmacy,2023-5-29 22-28-59,0,0,0,0
2300006,si,2/17/2023,22310200,German Clinic FZ LLC,5775,SVTA Radio Hand Pice 3 & 4,2023-5-29 22-29-9,0,0,0,0
2300006,si,2/17/2023,44280001,VAT Output Tax Payable,-275,SVTA Radio Hand Pice 3 & 4,2023-5-29 22-29-9,0,0,0,0
2300006,si,2/17/2023,70120001,Credit Sales,-5500,SVTA Radio Hand Pice 3 & 4,2023-5-29 22-29-9,0,0,0,0
2300007,si,1/23/2023,22310029,Al Jameya Pharmacy,58427,Deod Leaserto Al Jameya Pharmacy,2023-5-29 22-29-30,0,0,0,0
2300007,si,1/23/2023,44280001,VAT Output Tax Payable,-2782,Deod Leaserto Al Jameya Pharmacy,2023-5-29 22-29-30,0,0,0,0
2300007,si,1/23/2023,70120001,Credit Sales,-55645,Deod Leaserto Al Jameya Pharmacy,2023-5-29 22-29-30,0,0,0,0
2300008,si,2/5/2023,22310097,Sahar Pharmacy,10479,RF Fractional CO2 Laser Handpiece and Accessories to Sahar Pharmacy,2023-5-29 22-29-42,0,0,0,0
2300008,si,2/5/2023,44280001,VAT Output Tax Payable,-499,RF Fractional CO2 Laser Handpiece and Accessories to Sahar Pharmacy,2023-5-29 22-29-42,0,0,0,0
2300008,si,2/5/2023,70120001,Credit Sales,-9980,RF Fractional CO2 Laser Handpiece and Accessories to Sahar Pharmacy,2023-5-29 22-29-42,0,0,0,0
2300009,si,2/12/2023,22310200,German Clinic FZ LLC,39900,Crio Lipo and DeodLeaser Hand Piece to German Clinic FZ LLC,2023-5-29 22-29-56,0,0,0,0
2300009,si,2/12/2023,44280001,VAT Output Tax Payable,-1900,Crio Lipo and DeodLeaser Hand Piece to German Clinic FZ LLC,2023-5-29 22-29-56,0,0,0,0
2300009,si,2/12/2023,70120001,Credit Sales,-38000,Crio Lipo and DeodLeaser Hand Piece to German Clinic FZ LLC,2023-5-29 22-29-56,0,0,0,0
2300010,si,2/8/2023,22310131,Ali Bin Ali Medical,35490,Crio Lipo & DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-5-29 22-30-10,0,0,0,0
2300010,si,2/8/2023,44280001,VAT Output Tax Payable,-1690,Crio Lipo & DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-5-29 22-30-10,0,0,0,0
2300010,si,2/8/2023,70120001,Credit Sales,-33800,Crio Lipo & DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-5-29 22-30-10,0,0,0,0
2300011,si,2/2/2023,22310133,Al Samnan Clinic,16338,Deod Leaser and G5 Slimming Applicators to Al Samnan Clinic,2023-5-29 22-30-22,0,0,0,0
2300011,si,2/2/2023,44280001,VAT Output Tax Payable,-778,Deod Leaser and G5 Slimming Applicators to Al Samnan Clinic,2023-5-29 22-30-22,0,0,0,0
2300011,si,2/2/2023,70120001,Credit Sales,-15560,Deod Leaser and G5 Slimming Applicators to Al Samnan Clinic,2023-5-29 22-30-22,0,0,0,0
2300012,si,2/24/2023,22310093,Women's Medical Center (Dr. Ameena),3780,VTA Radio Hand Pice 4 and 5 Women's Medical Center (Dr. Ameena),2023-5-29 22-30-43,0,0,0,0
2300012,si,2/24/2023,44280001,VAT Output Tax Payable,-180,VTA Radio Hand Pice 4 and 5 Women's Medical Center (Dr. Ameena),2023-5-29 22-30-43,0,0,0,0
2300012,si,2/24/2023,70120001,Credit Sales,-3600,VTA Radio Hand Pice 4 and 5 Women's Medical Center (Dr. Ameena),2023-5-29 22-30-43,0,0,0,0
2300013,si,2/3/2023,22310131,Ali Bin Ali Medical,33044,"SVTA Radio and Hand Pice 1, 2, 3 , 4, 5 to Ali Bin Ali Medical",2023-5-29 22-30-53,0,0,0,0
2300013,si,2/3/2023,44280001,VAT Output Tax Payable,-1574,"SVTA Radio and Hand Pice 1, 2, 3 , 4, 5 to Ali Bin Ali Medical",2023-5-29 22-30-53,0,0,0,0
2300013,si,2/3/2023,70120001,Credit Sales,-31470,"SVTA Radio and Hand Pice 1, 2, 3 , 4, 5 to Ali Bin Ali Medical",2023-5-29 22-30-53,0,0,0,0
2300014,si,3/16/2023,22310093,Women's Medical Center (Dr. Ameena),11550,SPA Slim & SVTA Radio Hand Pice 1 to Women's Medical Center (Dr. Ameena),2023-5-29 22-31-7,0,0,0,0
2300014,si,3/16/2023,44280001,VAT Output Tax Payable,-550,SPA Slim & SVTA Radio Hand Pice 1 to Women's Medical Center (Dr. Ameena),2023-5-29 22-31-7,0,0,0,0
2300014,si,3/16/2023,70120001,Credit Sales,-11000,SPA Slim & SVTA Radio Hand Pice 1 to Women's Medical Center (Dr. Ameena),2023-5-29 22-31-7,0,0,0,0
2300015,si,2/15/2023,22310269,Flora Beauty Spa,45150,Caviation Laser to Flora Beauty Spa,2023-5-29 22-31-23,0,0,0,0
2300015,si,2/15/2023,44280001,VAT Output Tax Payable,-2150,Caviation Laser to Flora Beauty Spa,2023-5-29 22-31-23,0,0,0,0
2300015,si,2/15/2023,70120001,Credit Sales,-43000,Caviation Laser to Flora Beauty Spa,2023-5-29 22-31-23,0,0,0,0
2300016,si,2/14/2023,22310131,Ali Bin Ali Medical,11550,RF Fractional CO2 Laser - Handpiece to Ali Bin Ali Medical,2023-5-29 22-31-35,0,0,0,0
2300016,si,2/14/2023,44280001,VAT Output Tax Payable,-550,RF Fractional CO2 Laser - Handpiece to Ali Bin Ali Medical,2023-5-29 22-31-35,0,0,0,0
2300016,si,2/14/2023,70120001,Credit Sales,-11000,RF Fractional CO2 Laser - Handpiece to Ali Bin Ali Medical,2023-5-29 22-31-35,0,0,0,0
2300017,si,2/12/2023,22310439,NAS Medical,102900,Hydra Fresh,2023-5-29 22-31-46,0,0,0,0
2300017,si,2/12/2023,44280001,VAT Output Tax Payable,-4900,Hydra Fresh,2023-5-29 22-31-46,0,0,0,0
2300017,si,2/12/2023,70120001,Credit Sales,-98000,Hydra Fresh,2023-5-29 22-31-46,0,0,0,0
2300018,si,2/20/2023,22310207,Delta Pharmacy,75600,VCA Laser & VCA Leaser Hand Piece to Delta Pharmacy,2023-5-29 22-31-59,0,0,0,0
2300018,si,2/20/2023,44280001,VAT Output Tax Payable,-3600,VCA Laser & VCA Leaser Hand Piece to Delta Pharmacy,2023-5-29 22-31-59,0,0,0,0
2300018,si,2/20/2023,70120001,Credit Sales,-72000,VCA Laser & VCA Leaser Hand Piece to Delta Pharmacy,2023-5-29 22-31-59,0,0,0,0
2300019,si,2/25/2023,22310055,Al Noor Pharmacy,58800,Portable Diode Laser Hair Removal Equipment to Al Noor Pharmacy,2023-5-29 22-33-50,0,0,0,0
2300019,si,2/25/2023,44280001,VAT Output Tax Payable,-2800,Portable Diode Laser Hair Removal Equipment to Al Noor Pharmacy,2023-5-29 22-33-50,0,0,0,0
2300019,si,2/25/2023,70120001,Credit Sales,-56000,Portable Diode Laser Hair Removal Equipment to Al Noor Pharmacy,2023-5-29 22-33-50,0,0,0,0
2300020,si,2/21/2023,22310133,Al Samnan Clinic,40446,Hydra-new and Jumia to Al Samnan Clinic,2023-5-29 22-34-2,0,0,0,0
2300020,si,2/21/2023,44280001,VAT Output Tax Payable,-1926,Hydra-new and Jumia to Al Samnan Clinic,2023-5-29 22-34-2,0,0,0,0
2300020,si,2/21/2023,70120001,Credit Sales,-38520,Hydra-new and Jumia to Al Samnan Clinic,2023-5-29 22-34-2,0,0,0,0
2300021,si,3/16/2023,22310093,Women's Medical Center (Dr. Ameena),6930,SVTA Radio Hand Pice 3 & 4 to Women's Medical Center (Dr. Ameena),2023-5-29 22-34-15,0,0,0,0
2300021,si,3/16/2023,44280001,VAT Output Tax Payable,-330,SVTA Radio Hand Pice 3 & 4 to Women's Medical Center (Dr. Ameena),2023-5-29 22-34-15,0,0,0,0
2300021,si,3/16/2023,70120001,Credit Sales,-6600,SVTA Radio Hand Pice 3 & 4 to Women's Medical Center (Dr. Ameena),2023-5-29 22-34-15,0,0,0,0
2300022,si,2/12/2023,22310210,Al Burg Clinic,5250,SVTA Radio Hand Pice 5 & 6 to Al Burg Clinic,2023-5-29 22-36-3,0,0,0,0
2300022,si,2/12/2023,44280001,VAT Output Tax Payable,-250,SVTA Radio Hand Pice 5 & 6 to Al Burg Clinic,2023-5-29 22-36-3,0,0,0,0
2300022,si,2/12/2023,70120001,Credit Sales,-5000,SVTA Radio Hand Pice 5 & 6 to Al Burg Clinic,2023-5-29 22-36-3,0,0,0,0
2300023,si,2/4/2023,22310269,Flora Beauty Spa,89124,SVTA Radio & VCA Laser to Flora Beauty Spa,2023-5-29 22-36-27,0,0,0,0
2300023,si,2/4/2023,44280001,VAT Output Tax Payable,-4244,SVTA Radio & VCA Laser to Flora Beauty Spa,2023-5-29 22-36-27,0,0,0,0
2300023,si,2/4/2023,70120001,Credit Sales,-84880,SVTA Radio & VCA Laser to Flora Beauty Spa,2023-5-29 22-36-27,0,0,0,0
2300024,si,3/5/2023,22310200,German Clinic FZ LLC,110250,VCA Laser to VCA Leaser Hand Piece to German Clinic FZ LLC,2023-5-29 22-36-40,0,0,0,0
2300024,si,3/5/2023,44280001,VAT Output Tax Payable,-5250,VCA Laser to VCA Leaser Hand Piece to German Clinic FZ LLC,2023-5-29 22-36-40,0,0,0,0
2300024,si,3/5/2023,70120001,Credit Sales,-105000,VCA Laser to VCA Leaser Hand Piece to German Clinic FZ LLC,2023-5-29 22-36-40,0,0,0,0
2300025,si,2/16/2023,22310182,Spaces Spa Center,37800,Microneedling RF & HandPiece to Spaces Spa Center,2023-5-29 22-36-52,0,0,0,0
2300025,si,2/16/2023,44280001,VAT Output Tax Payable,-1800,Microneedling RF & HandPiece to Spaces Spa Center,2023-5-29 22-36-52,0,0,0,0
2300025,si,2/16/2023,70120001,Credit Sales,-36000,Microneedling RF & HandPiece to Spaces Spa Center,2023-5-29 22-36-52,0,0,0,0
2300026,si,3/21/2023,22310133,Al Samnan Clinic,17850,My Ultrasonic to Al Samnan Clinic,2023-5-29 22-37-4,0,0,0,0
2300026,si,3/21/2023,44280001,VAT Output Tax Payable,-850,My Ultrasonic to Al Samnan Clinic,2023-5-29 22-37-4,0,0,0,0
2300026,si,3/21/2023,70120001,Credit Sales,-17000,My Ultrasonic to Al Samnan Clinic,2023-5-29 22-37-4,0,0,0,0
2300027,si,3/15/2023,22310055,Al Noor Pharmacy,5040,SVTA Radio Hand Pice 1 to Al Noor Pharmacy,2023-5-29 22-37-16,0,0,0,0
2300027,si,3/15/2023,44280001,VAT Output Tax Payable,-240,SVTA Radio Hand Pice 1 to Al Noor Pharmacy,2023-5-29 22-37-16,0,0,0,0
2300027,si,3/15/2023,70120001,Credit Sales,-4800,SVTA Radio Hand Pice 1 to Al Noor Pharmacy,2023-5-29 22-37-16,0,0,0,0
2300028,si,3/2/2023,22310097,Sahar Pharmacy,57750,Mickcara & My Ultrasonic to Sahar Pharmacy,2023-5-29 22-37-33,0,0,0,0
2300028,si,3/2/2023,44280001,VAT Output Tax Payable,-2750,Mickcara & My Ultrasonic to Sahar Pharmacy,2023-5-29 22-37-33,0,0,0,0
2300028,si,3/2/2023,70120001,Credit Sales,-55000,Mickcara & My Ultrasonic to Sahar Pharmacy,2023-5-29 22-37-33,0,0,0,0
2300029,si,2/11/2023,22310252,Faith Pharmacy,4095,DeodLeaser Hand Piece to Faith Pharmacy,2023-5-29 22-37-45,0,0,0,0
2300029,si,2/11/2023,44280001,VAT Output Tax Payable,-195,DeodLeaser Hand Piece to Faith Pharmacy,2023-5-29 22-37-45,0,0,0,0
2300029,si,2/11/2023,70120001,Credit Sales,-3900,DeodLeaser Hand Piece to Faith Pharmacy,2023-5-29 22-37-45,0,0,0,0
2300030,si,3/1/2023,22310207,Delta Pharmacy,81900,RF Fractional CO2 Laser to Delta Pharmacy,2023-5-29 22-37-56,0,0,0,0
2300030,si,3/1/2023,44280001,VAT Output Tax Payable,-3900,RF Fractional CO2 Laser to Delta Pharmacy,2023-5-29 22-37-56,0,0,0,0
2300030,si,3/1/2023,70120001,Credit Sales,-78000,RF Fractional CO2 Laser to Delta Pharmacy,2023-5-29 22-37-56,0,0,0,0
2300031,si,2/3/2023,22310280,Gulf Beauty Salon - Abu Dhabi,142800,G5 Slimming & Hiemt A to Gulf Beauty Salon - Abu Dhabi,2023-5-29 22-38-7,0,0,0,0
2300031,si,2/3/2023,44280001,VAT Output Tax Payable,-6800,G5 Slimming & Hiemt A to Gulf Beauty Salon - Abu Dhabi,2023-5-29 22-38-7,0,0,0,0
2300031,si,2/3/2023,70120001,Credit Sales,-136000,G5 Slimming & Hiemt A to Gulf Beauty Salon - Abu Dhabi,2023-5-29 22-38-7,0,0,0,0
2300032,si,2/20/2023,22310029,Al Jameya Pharmacy,16695,DeodLeaser & DeodLeaser Hand Piece to Al Jameya Pharmacy,2023-5-29 22-38-18,0,0,0,0
2300032,si,2/20/2023,44280001,VAT Output Tax Payable,-795,DeodLeaser & DeodLeaser Hand Piece to Al Jameya Pharmacy,2023-5-29 22-38-18,0,0,0,0
2300032,si,2/20/2023,70120001,Credit Sales,-15900,DeodLeaser & DeodLeaser Hand Piece to Al Jameya Pharmacy,2023-5-29 22-38-18,0,0,0,0
2300033,si,2/22/2023,22310102,Health &amp; Aesthetic Medical Center,24570,SVTA Radio and Hand Piece to Health &amp; Aesthetic Medical Center,2023-5-29 22-38-31,0,0,0,0
2300033,si,2/22/2023,44280001,VAT Output Tax Payable,-1170,SVTA Radio and Hand Piece to Health &amp; Aesthetic Medical Center,2023-5-29 22-38-31,0,0,0,0
2300033,si,2/22/2023,70120001,Credit Sales,-23400,SVTA Radio and Hand Piece to Health &amp; Aesthetic Medical Center,2023-5-29 22-38-31,0,0,0,0
2300034,si,3/29/2023,22310055,Al Noor Pharmacy,20034,Mina,2023-5-29 22-38-49,0,0,0,0
2300034,si,3/29/2023,44280001,VAT Output Tax Payable,-954,Mina,2023-5-29 22-38-49,0,0,0,0
2300034,si,3/29/2023,70120001,Credit Sales,-19080,Mina,2023-5-29 22-38-49,0,0,0,0
2300035,si,2/28/2023,22310269,Flora Beauty Spa,14490,DeodLeaser & DeodLeaser Hand Piece to Flora Beauty Spa,2023-5-29 22-39-1,0,0,0,0
2300035,si,2/28/2023,44280001,VAT Output Tax Payable,-690,DeodLeaser & DeodLeaser Hand Piece to Flora Beauty Spa,2023-5-29 22-39-1,0,0,0,0
2300035,si,2/28/2023,70120001,Credit Sales,-13800,DeodLeaser & DeodLeaser Hand Piece to Flora Beauty Spa,2023-5-29 22-39-1,0,0,0,0
2300036,si,3/18/2023,22310131,Ali Bin Ali Medical,4043,DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-5-29 22-39-13,0,0,0,0
2300036,si,3/18/2023,44280001,VAT Output Tax Payable,-193,DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-5-29 22-39-13,0,0,0,0
2300036,si,3/18/2023,70120001,Credit Sales,-3850,DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-5-29 22-39-13,0,0,0,0
2300037,si,3/21/2023,22310102,Health &amp; Aesthetic Medical Center,110775,VCA Laser & VCA Leaser Hand Piece to Health &amp; Aesthetic Medical Center,2023-5-29 22-39-25,0,0,0,0
2300037,si,3/21/2023,44280001,VAT Output Tax Payable,-5275,VCA Laser & VCA Leaser Hand Piece to Health &amp; Aesthetic Medical Center,2023-5-29 22-39-25,0,0,0,0
2300037,si,3/21/2023,70120001,Credit Sales,-105500,VCA Laser & VCA Leaser Hand Piece to Health &amp; Aesthetic Medical Center,2023-5-29 22-39-25,0,0,0,0
2300038,si,3/22/2023,22310093,Women's Medical Center (Dr. Ameena),176715,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,2023-5-29 22-39-39,0,0,0,0
2300038,si,3/22/2023,44280001,VAT Output Tax Payable,-8415,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,2023-5-29 22-39-39,0,0,0,0
2300038,si,3/22/2023,70120001,Credit Sales,-168300,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,2023-5-29 22-39-39,0,0,0,0
2300039,si,3/18/2023,22310097,Sahar Pharmacy,75600,VCA Laser & VCA Leaser Hand Piece to Sahar Pharmacy,2023-5-29 22-39-50,0,0,0,0
2300039,si,3/18/2023,44280001,VAT Output Tax Payable,-3600,VCA Laser & VCA Leaser Hand Piece to Sahar Pharmacy,2023-5-29 22-39-50,0,0,0,0
2300039,si,3/18/2023,70120001,Credit Sales,-72000,VCA Laser & VCA Leaser Hand Piece to Sahar Pharmacy,2023-5-29 22-39-50,0,0,0,0
2300040,si,3/14/2023,22310029,Al Jameya Pharmacy,61950,Jumia and Konmision to Al Jameya Pharmacy,2023-5-29 22-40-3,0,0,0,0
2300040,si,3/14/2023,44280001,VAT Output Tax Payable,-2950,Jumia and Konmision to Al Jameya Pharmacy,2023-5-29 22-40-3,0,0,0,0
2300040,si,3/14/2023,70120001,Credit Sales,-59000,Jumia and Konmision to Al Jameya Pharmacy,2023-5-29 22-40-3,0,0,0,0
2300041,si,3/29/2023,22310286,Hamad Pharmacy,5481,Al Wasit Street Al Shaba Sharjah United Arab Emirates,2023-5-29 22-40-15,0,0,0,0
2300041,si,3/29/2023,44280001,VAT Output Tax Payable,-261,Al Wasit Street Al Shaba Sharjah United Arab Emirates,2023-5-29 22-40-15,0,0,0,0
2300041,si,3/29/2023,70120001,Credit Sales,-5220,Al Wasit Street Al Shaba Sharjah United Arab Emirates,2023-5-29 22-40-15,0,0,0,0
2300042,si,4/19/2023,22310182,Spaces Spa Center,28098,Oasis Center Dubai United Arab Emirates,2023-5-29 22-40-28,0,0,0,0
2300042,si,4/19/2023,44280001,VAT Output Tax Payable,-1338,Oasis Center Dubai United Arab Emirates,2023-5-29 22-40-28,0,0,0,0
2300042,si,4/19/2023,70120001,Credit Sales,-26760,Oasis Center Dubai United Arab Emirates,2023-5-29 22-40-28,0,0,0,0
2300043,si,4/9/2023,22310131,Ali Bin Ali Medical,12306,Doha Qatar,2023-5-29 22-40-39,0,0,0,0
2300043,si,4/9/2023,44280001,VAT Output Tax Payable,-586,Doha Qatar,2023-5-29 22-40-39,0,0,0,0
2300043,si,4/9/2023,70120001,Credit Sales,-11720,Doha Qatar,2023-5-29 22-40-39,0,0,0,0
2300044,si,3/15/2023,22310210,Al Burg Clinic,3906,SVTA Radio Hand Pice 4 & 5,2023-5-29 22-40-52,0,0,0,0
2300044,si,3/15/2023,44280001,VAT Output Tax Payable,-186,SVTA Radio Hand Pice 4 & 5,2023-5-29 22-40-52,0,0,0,0
2300044,si,3/15/2023,70120001,Credit Sales,-3720,SVTA Radio Hand Pice 4 & 5,2023-5-29 22-40-52,0,0,0,0
2300045,si,3/17/2023,22310182,Spaces Spa Center,174300,Hydra Fresh & Hydra-new & Jumia to Spaces Spa Center,2023-5-29 22-41-2,0,0,0,0
2300045,si,3/17/2023,44280001,VAT Output Tax Payable,-8300,Hydra Fresh & Hydra-new & Jumia to Spaces Spa Center,2023-5-29 22-41-2,0,0,0,0
2300045,si,3/17/2023,70120001,Credit Sales,-166000,Hydra Fresh & Hydra-new & Jumia to Spaces Spa Center,2023-5-29 22-41-2,0,0,0,0
2300046,si,3/16/2023,22310200,German Clinic FZ LLC,59903,Caviation Laser & Crio Lipo to German Clinic FZ LLC,2023-5-29 22-41-13,0,0,0,0
2300046,si,3/16/2023,44280001,VAT Output Tax Payable,-2853,Caviation Laser & Crio Lipo to German Clinic FZ LLC,2023-5-29 22-41-13,0,0,0,0
2300046,si,3/16/2023,70120001,Credit Sales,-57050,Caviation Laser & Crio Lipo to German Clinic FZ LLC,2023-5-29 22-41-13,0,0,0,0
2300047,si,4/18/2023,22310280,Gulf Beauty Salon - Abu Dhabi,32839,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,2023-5-29 22-41-26,0,0,0,0
2300047,si,4/18/2023,44280001,VAT Output Tax Payable,-1564,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,2023-5-29 22-41-26,0,0,0,0
2300047,si,4/18/2023,70120001,Credit Sales,-31275,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,2023-5-29 22-41-26,0,0,0,0
2300048,si,4/20/2023,22310269,Flora Beauty Spa,40446,Umm Ramool Rashidiya Dubai United Arab Emirates,2023-5-29 22-41-37,0,0,0,0
2300048,si,4/20/2023,44280001,VAT Output Tax Payable,-1926,Umm Ramool Rashidiya Dubai United Arab Emirates,2023-5-29 22-41-37,0,0,0,0
2300048,si,4/20/2023,70120001,Credit Sales,-38520,Umm Ramool Rashidiya Dubai United Arab Emirates,2023-5-29 22-41-37,0,0,0,0
2300049,si,3/4/2023,22310280,Gulf Beauty Salon - Abu Dhabi,29379,SVTA Radio and hand piece to  Gulf Beauty Salon - Abu Dhabi,2023-5-29 22-41-51,0,0,0,0
2300049,si,3/4/2023,44280001,VAT Output Tax Payable,-1399,SVTA Radio and hand piece to  Gulf Beauty Salon - Abu Dhabi,2023-5-29 22-41-51,0,0,0,0
2300049,si,3/4/2023,70120001,Credit Sales,-27980,SVTA Radio and hand piece to  Gulf Beauty Salon - Abu Dhabi,2023-5-29 22-41-51,0,0,0,0
