id,siRef,sno,itmCod,desc,qty,price,disc,tot,vat,traDate,action,unique,siDat,cusCode,cusName,spCode,spCName,dlRef,Sales,wac,supplier
2300049,2300049,3,10018007,SVTA Radio Hand Pice 7,1,2520,0,2646.0,126.0,2023-5-29 22-41-51,,2300048 10018007,2023-03-04,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300048,2520.0,2314.653324,SPA and Co LLC
2300049,2300049,4,10018008,SVTA Radio Hand Pice 8,1,1400,0,1470.0,70.0,2023-5-29 22-41-51,,2300048 10018008,2023-03-04,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300048,1400.0,1285.918513,SPA and Co LLC
2300049,2300049,5,10018000,SVTA Radio,1,25200,3200,23100.0,1100.0,2023-5-29 22-41-51,,2300048 10018000,2023-03-04,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300048,22000.0,20207.29092,SPA and Co LLC
2300050,2300050,1,10007000,Crio Lipo,1,36400,3400,34650.0,1650.0,2023-6-3 12-31-9,,2300052 10007000,2023-04-12,22310298.0,HANI Pharmacy Abu Dhabi,894.0,Dev Kumar Rai,2300052,33000.0,26657.38162,Crio and Co LLC
2300050,2300050,2,10008001,DeodLeaser Hand Piece,2,2100,1300,3045.0,145.0,2023-6-3 12-31-9,,2300052 10008001,2023-04-12,22310298.0,HANI Pharmacy Abu Dhabi,894.0,Dev Kumar Rai,2300052,2900.0,2342.618384,Deod and Co LLC
2300051,2300051,1,10008000,DeodLeaser,1,15400,2400,13650.0,650.0,2023-6-3 12-31-23,,2300050 10008000,2023-03-27,22310252.0,Faith Pharmacy,598.0,Allen Madrid Gomez,2300050,13000.0,10861.18252,Deod and Co LLC
2300051,2300051,2,10009001,G5 Slimming Applicators,1,2800,240,2688.0,128.0,2023-6-3 12-31-23,,2300050 10009001,2023-03-27,22310252.0,Faith Pharmacy,598.0,Allen Madrid Gomez,2300050,2560.0,2138.817481,G5  and Co LLC
2300052,2300052,1,10001000,Microneedling RF,1,31465,3465,29400.0,1400.0,2023-6-3 12-31-44,,2300051 10001000,2023-03-13,22310210.0,Al Burg Clinic,994.0,Michael Cadiang Manza,2300051,28000.0,22820.0,Adss Laser Co
2300052,2300052,2,10001001,Microneedling RF - HandPiece,3,4725,2175,12600.0,600.0,2023-6-3 12-31-44,,2300051 10001001,2023-03-13,22310210.0,Al Burg Clinic,994.0,Michael Cadiang Manza,2300051,12000.0,9780.0,Adss Laser Co
2300053,2300053,1,10018007,SVTA Radio Hand Pice 7,2,2520,1040,4200.0,200.0,2023-6-3 12-32-3,,2300055 10018007,2023-03-03,22310252.0,Faith Pharmacy,1008.0,Jalil Khadim Hussain,2300055,4000.0,3643.564356,SPA and Co LLC
2300053,2300053,2,10018008,SVTA Radio Hand Pice 8,1,1400,350,1102.5,52.5,2023-6-3 12-32-3,,2300055 10018008,2023-03-03,22310252.0,Faith Pharmacy,1008.0,Jalil Khadim Hussain,2300055,1050.0,956.4356436,SPA and Co LLC
2300054,2300054,1,10016000,My Ultrasonic,1,9800,1800,8400.0,400.0,2023-6-3 12-32-22,,2300053 10016000,2023-03-02,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300053,8000.0,6933.333333,Ultrasonic and Co LLC
2300054,2300054,2,10017000,SPA Slim,1,8400,1400,7350.0,350.0,2023-6-3 12-32-22,,2300053 10017000,2023-03-02,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300053,7000.0,6066.666667,SPA and Co LLC
2300055,2300055,1,10008000,DeodLeaser,1,15400,300,15855.0,755.0,2023-6-3 12-32-41,,2300057 10008000,2023-03-23,22310097.0,Sahar Pharmacy,370.0,Ariel Abapo Naciogoyo,2300057,15100.0,11109.59021,Deod and Co LLC
2300055,2300055,2,10009001,G5 Slimming Applicators,2,2800,255,5612.25,267.25,2023-6-3 12-32-41,,2300057 10009001,2023-03-23,22310097.0,Sahar Pharmacy,370.0,Ariel Abapo Naciogoyo,2300057,5345.0,3932.500642,G5  and Co LLC
2300055,2300055,3,10014000,Konmision,1,39200,1200,39900.0,1900.0,2023-6-3 12-32-41,,2300057 10014000,2023-03-23,22310097.0,Sahar Pharmacy,370.0,Ariel Abapo Naciogoyo,2300057,38000.0,27957.90915,Konmision and Co LLC
2300056,2300056,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 12-32-54,,2300054 10019000,2023-04-13,22310359.0,Life Pharmacy LLC,981.0,Raj Kumar Giri,2300054,36000.0,29500.0,VCA and Co LLC
2300056,2300056,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 12-32-54,,2300054 10019001,2023-04-13,22310359.0,Life Pharmacy LLC,981.0,Raj Kumar Giri,2300054,36000.0,29500.0,VCA and Co LLC
2300057,2300057,1,10011000,Hydra Fresh,1,74200,14200,63000.0,3000.0,2023-6-3 12-33-5,,2300056 10011000,2023-04-15,22310747.0,Marjan Beauty Saloon JLT,370.0,Ariel Abapo Naciogoyo,2300056,60000.0,53061.22449,Hydra and Co LLC
2300057,2300057,2,10013000,Jumia,1,25200,5200,21000.0,1000.0,2023-6-3 12-33-5,,2300056 10013000,2023-04-15,22310747.0,Marjan Beauty Saloon JLT,370.0,Ariel Abapo Naciogoyo,2300056,20000.0,17687.07483,Jumia and Co LLC
2300057,2300057,3,10016000,My Ultrasonic,1,9800,1600,8610.0,410.0,2023-6-3 12-33-5,,2300056 10016000,2023-04-15,22310747.0,Marjan Beauty Saloon JLT,370.0,Ariel Abapo Naciogoyo,2300056,8200.0,7251.70068,Ultrasonic and Co LLC
2300058,2300058,1,10017000,SPA Slim,1,8400,400,8400.0,400.0,2023-6-3 12-33-20,,2300060 10017000,2023-05-13,22310827.0,Al Soor Pharmacy LLC,370.0,Ariel Abapo Naciogoyo,2300060,8000.0,6056.782334,SPA and Co LLC
2300058,2300058,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914.0,234.0,2023-6-3 12-33-20,,2300060 10018001,2023-05-13,22310827.0,Al Soor Pharmacy LLC,370.0,Ariel Abapo Naciogoyo,2300060,4680.0,3543.217666,SPA and Co LLC
2300059,2300059,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,700,15435.0,735.0,2023-6-3 12-33-36,,2300058 10004001,2023-04-19,22310200.0,German Clinic FZ LLC,418.0,Lucero Jackson Riconose,2300058,14700.0,11701.49254,Skin for Life LLC
2300059,2300059,2,10004002,RF Fractional CO2 Laser - Accessories,5,1400,1600,5670.0,270.0,2023-6-3 12-33-36,,2300058 10004002,2023-04-19,22310200.0,German Clinic FZ LLC,418.0,Lucero Jackson Riconose,2300058,5400.0,4298.507463,Skin for Life LLC
2300060,2300060,1,10018007,SVTA Radio Hand Pice 7,1,2520,500,2121.0,101.0,2023-6-3 12-33-49,,2300059 10018007,2023-04-09,22310133.0,Al Samnan Clinic,365.0,Allen Joseph Anora,2300059,2020.0,1543.659861,SPA and Co LLC
2300060,2300060,2,10018008,SVTA Radio Hand Pice 8,3,1400,30,4378.5,208.5,2023-6-3 12-33-49,,2300059 10018008,2023-04-09,22310133.0,Al Samnan Clinic,365.0,Allen Joseph Anora,2300059,4170.0,3186.664169,SPA and Co LLC
2300060,2300060,3,10018000,SVTA Radio,2,25200,3200,49560.0,2360.0,2023-6-3 12-33-49,,2300059 10018000,2023-04-09,22310133.0,Al Samnan Clinic,365.0,Allen Joseph Anora,2300059,47200.0,36069.67597,SPA and Co LLC
2300061,2300061,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050.0,2050.0,2023-6-3 12-34-14,,2300063 10003000,2023-04-25,22310802.0,Elite Medical Centre,366.0,Franco Viola Parota,2300063,41000.0,35225.35211,Adss Laser Co
2300061,2300061,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,9135.0,435.0,2023-6-3 12-34-14,,2300063 10003001,2023-04-25,22310802.0,Elite Medical Centre,366.0,Franco Viola Parota,2300063,8700.0,7474.647887,Adss Laser Co
2300062,2300062,1,10018000,SVTA Radio,1,25200,500,25935.0,1235.0,2023-6-3 12-34-27,,2300064 10018000,2023-03-31,22310210.0,Al Burg Clinic,1008.0,Jalil Khadim Hussain,2300064,24700.0,18326.52448,SPA and Co LLC
2300062,2300062,2,10018001,SVTA Radio Hand Pice 1,1,1680,180,1575.0,75.0,2023-6-3 12-34-27,,2300064 10018001,2023-03-31,22310210.0,Al Burg Clinic,1008.0,Jalil Khadim Hussain,2300064,1500.0,1112.946831,SPA and Co LLC
2300062,2300062,3,10018002,SVTA Radio Hand Pice 2,1,2100,200,1995.0,95.0,2023-6-3 12-34-27,,2300064 10018002,2023-03-31,22310210.0,Al Burg Clinic,1008.0,Jalil Khadim Hussain,2300064,1900.0,1409.732652,SPA and Co LLC
2300062,2300062,4,10018003,SVTA Radio Hand Pice 3,1,1960,190,1858.5,88.5,2023-6-3 12-34-27,,2300064 10018003,2023-03-31,22310210.0,Al Burg Clinic,1008.0,Jalil Khadim Hussain,2300064,1770.0,1313.27726,SPA and Co LLC
2300062,2300062,5,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591.0,171.0,2023-6-3 12-34-27,,2300064 10018004,2023-03-31,22310210.0,Al Burg Clinic,1008.0,Jalil Khadim Hussain,2300064,3420.0,2537.518774,SPA and Co LLC
2300064,2300064,1,10008001,DeodLeaser Hand Piece,3,2100,300,6300.0,300.0,2023-6-3 12-35-14,,2300062 10008001,2023-04-23,22310776.0,Mafraq Hospital,365.0,Allen Joseph Anora,2300062,6000.0,5166.666667,Deod and Co LLC
2300064,2300064,2,10008000,DeodLeaser,1,15400,3400,12600.0,600.0,2023-6-3 12-35-14,,2300062 10008000,2023-04-23,22310776.0,Mafraq Hospital,365.0,Allen Joseph Anora,2300062,12000.0,10333.33333,Deod and Co LLC
2300065,2300065,1,10001000,Microneedling RF,2,31465,2465,63488.25,3023.25,2023-6-3 12-35-45,,2300067 10001000,2023-03-30,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300067,60465.0,46098.72186,Adss Laser Co
2300065,2300065,2,10001001,Microneedling RF - HandPiece,3,4725,1450,13361.25,636.25,2023-6-3 12-35-45,,2300067 10001001,2023-03-30,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300067,12725.0,9701.583324,Adss Laser Co
2300065,2300065,3,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,1700,14385.0,685.0,2023-6-3 12-35-45,,2300067 10004001,2023-03-30,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300067,13700.0,10444.92664,Skin for Life LLC
2300065,2300065,4,10004002,RF Fractional CO2 Laser - Accessories,2,1400,400,2520.0,120.0,2023-6-3 12-35-45,,2300067 10004002,2023-03-30,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300067,2400.0,1829.768171,Skin for Life LLC
2300066,2300066,1,10018003,SVTA Radio Hand Pice 3,1,1960,1880,84.0,4.0,2023-6-3 12-36-13,,2300065 10018003,2023-04-13,22310341.0,Kaya Trading,894.0,Dev Kumar Rai,2300065,80.0,94.11764706,SPA and Co LLC
2300066,2300066,2,10018004,SVTA Radio Hand Pice 4,2,1820,320,3486.0,166.0,2023-6-3 12-36-13,,2300065 10018004,2023-04-13,22310341.0,Kaya Trading,894.0,Dev Kumar Rai,2300065,3320.0,3905.882353,SPA and Co LLC
2300067,2300067,1,10019000,VCA Laser,2,39200,9400,72450.0,3450.0,2023-6-3 12-36-49,,2300068 10019000,2023-04-30,22311242.0,ICON CLINIC LLC,894.0,Dev Kumar Rai,2300068,69000.0,57171.42857,VCA and Co LLC
2300067,2300067,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 12-36-49,,2300068 10019001,2023-04-30,22311242.0,ICON CLINIC LLC,894.0,Dev Kumar Rai,2300068,36000.0,29828.57143,VCA and Co LLC
2300068,2300068,1,10007000,Crio Lipo,1,36400,4400,33600.0,1600.0,2023-6-3 12-37-2,,2300066 10007000,2023-04-05,22310207.0,Delta Pharmacy,329.0,Sanjay Kumar Mandal,2300066,32000.0,25684.21053,Crio and Co LLC
2300068,2300068,2,10008001,DeodLeaser Hand Piece,3,2100,300,6300.0,300.0,2023-6-3 12-37-2,,2300066 10008001,2023-04-05,22310207.0,Delta Pharmacy,329.0,Sanjay Kumar Mandal,2300066,6000.0,4815.789474,Deod and Co LLC
2300069,2300069,1,10019000,VCA Laser,1,39200,6200,34650.0,1650.0,2023-6-3 12-37-16,,2300070 10019000,2023-05-15,22311027.0,Visage Pharmacy,329.0,Sanjay Kumar Mandal,2300070,33000.0,28151.65877,VCA and Co LLC
2300069,2300069,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125.0,3625.0,2023-6-3 12-37-16,,2300070 10019001,2023-05-15,22311027.0,Visage Pharmacy,329.0,Sanjay Kumar Mandal,2300070,72500.0,61848.34123,VCA and Co LLC
2300070,2300070,1,10008001,DeodLeaser Hand Piece,1,2100,300,1890.0,90.0,2023-6-3 12-37-35,,2300069 10008001,2023-04-15,22310439.0,NAS Medical,1008.0,Jalil Khadim Hussain,2300069,1800.0,1500.0,Deod and Co LLC
2300071,2300071,1,10013000,Jumia,1,25200,2200,24150.0,1150.0,2023-6-3 12-37-51,,2300072 10013000,2023-05-13,22310789.0,Al Sharq Hospital,418.0,Lucero Jackson Riconose,2300072,23000.0,17932.20339,Jumia and Co LLC
2300071,2300071,2,10014000,Konmision,1,39200,3200,37800.0,1800.0,2023-6-3 12-37-51,,2300072 10014000,2023-05-13,22310789.0,Al Sharq Hospital,418.0,Lucero Jackson Riconose,2300072,36000.0,28067.79661,Konmision and Co LLC
2300072,2300072,1,10016000,My Ultrasonic,1,9800,2600,7560.0,360.0,2023-6-3 12-38-7,,2300071 10016000,2023-05-18,22311066.0,American European Medical Center,598.0,Allen Madrid Gomez,2300071,7200.0,7000.0,Ultrasonic and Co LLC
2300073,2300073,1,10018005,SVTA Radio Hand Pice 5,2,2240,240,4452.0,212.0,2023-6-3 12-38-21,,2300074 10018005,2023-04-19,22310436.0,NADA Pharmacy,994.0,Michael Cadiang Manza,2300074,4240.0,4274.897119,SPA and Co LLC
2300073,2300073,2,10018006,SVTA Radio Hand Pice 6,1,2380,1760,651.0,31.0,2023-6-3 12-38-21,,2300074 10018006,2023-04-19,22310436.0,NADA Pharmacy,994.0,Michael Cadiang Manza,2300074,620.0,625.1028807,SPA and Co LLC
2300074,2300074,1,10018000,SVTA Radio,1,25200,4400,21840.0,1040.0,2023-6-3 12-38-32,,2300073 10018000,2023-04-03,22310646.0,American Hospital Dubai LLC,366.0,Franco Viola Parota,2300073,20800.0,15566.34304,SPA and Co LLC
2300074,2300074,2,10019000,VCA Laser,2,39200,320,81984.0,3904.0,2023-6-3 12-38-32,,2300073 10019000,2023-04-03,22310646.0,American Hospital Dubai LLC,366.0,Franco Viola Parota,2300073,78080.0,58433.65696,VCA and Co LLC
2300075,2300075,1,10018004,SVTA Radio Hand Pice 4,2,1820,200,3612.0,172.0,2023-6-3 12-38-42,,2300076 10018004,2023-04-11,22311809.0,Carmen Beauty Salon,994.0,Michael Cadiang Manza,2300076,3440.0,2564.524422,SPA and Co LLC
2300075,2300075,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557.0,217.0,2023-6-3 12-38-42,,2300076 10018005,2023-04-11,22311809.0,Carmen Beauty Salon,994.0,Michael Cadiang Manza,2300076,4340.0,3235.475578,SPA and Co LLC
2300076,2300076,1,10006000,Caviation Laser,1,24500,6000,19425.0,925.0,2023-6-3 12-38-58,,2300075 10006000,2023-04-22,22310580.0,Al Qaser Medical Center,1098.0,Joyson Joseph Kalaparambath,2300075,18500.0,17500.0,Caviation Laser Co
2300077,2300077,1,10016000,My Ultrasonic,2,9800,1800,18690.0,890.0,2023-6-3 12-39-12,,2300079 10016000,2023-04-30,22311988.0,Glamour Care Clinics LLC,1138.0,Jessie Tolntion Matitu,2300079,17800.0,14354.83871,Ultrasonic and Co LLC
2300077,2300077,2,10017000,SPA Slim,1,8400,1400,7350.0,350.0,2023-6-3 12-39-12,,2300079 10017000,2023-04-30,22311988.0,Glamour Care Clinics LLC,1138.0,Jessie Tolntion Matitu,2300079,7000.0,5645.16129,SPA and Co LLC
2300078,2300078,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,2016.0,96.0,2023-6-3 12-39-26,,2300077 10018005,2023-04-30,22311998.0,Acacia Medical Center,1138.0,Jessie Tolntion Matitu,2300077,1920.0,1601.341157,SPA and Co LLC
2300078,2300078,2,10018006,SVTA Radio Hand Pice 6,4,2380,0,9996.0,476.0,2023-6-3 12-39-26,,2300077 10018006,2023-04-30,22311998.0,Acacia Medical Center,1138.0,Jessie Tolntion Matitu,2300077,9520.0,7939.983236,SPA and Co LLC
2300078,2300078,3,10018007,SVTA Radio Hand Pice 7,4,2520,0,10584.0,504.0,2023-6-3 12-39-26,,2300077 10018007,2023-04-30,22311998.0,Acacia Medical Center,1138.0,Jessie Tolntion Matitu,2300077,10080.0,8407.041073,SPA and Co LLC
2300078,2300078,4,10018008,SVTA Radio Hand Pice 8,3,1400,0,4410.0,210.0,2023-6-3 12-39-26,,2300077 10018008,2023-04-30,22311998.0,Acacia Medical Center,1138.0,Jessie Tolntion Matitu,2300077,4200.0,3502.93378,SPA and Co LLC
2300078,2300078,5,10018000,SVTA Radio,1,25200,3200,23100.0,1100.0,2023-6-3 12-39-26,,2300077 10018000,2023-04-30,22311998.0,Acacia Medical Center,1138.0,Jessie Tolntion Matitu,2300077,22000.0,18348.70075,SPA and Co LLC
2300079,2300079,1,10008000,DeodLeaser,1,15400,3400,12600.0,600.0,2023-6-3 12-39-39,,2300078 10008000,2023-04-27,22311863.0,Beverly Hills Speciality Center LLC,1098.0,Joyson Joseph Kalaparambath,2300078,12000.0,10566.03774,Deod and Co LLC
2300079,2300079,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095.0,195.0,2023-6-3 12-39-39,,2300078 10008001,2023-04-27,22311863.0,Beverly Hills Speciality Center LLC,1098.0,Joyson Joseph Kalaparambath,2300078,3900.0,3433.962264,Deod and Co LLC
2300080,2300080,1,10001000,Microneedling RF,2,31465,2465,63488.25,3023.25,2023-6-3 12-39-54,,2300082 10001000,2023-05-17,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300082,60465.0,46145.06628,Adss Laser Co
2300080,2300080,2,10001001,Microneedling RF - HandPiece,3,4725,1450,13361.25,636.25,2023-6-3 12-39-54,,2300082 10001001,2023-05-17,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300082,12725.0,9711.336614,Adss Laser Co
2300080,2300080,3,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,1700,14385.0,685.0,2023-6-3 12-39-54,,2300082 10004001,2023-05-17,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300082,13700.0,10455.42724,Skin for Life LLC
2300080,2300080,4,10004002,RF Fractional CO2 Laser - Accessories,1,1400,400,1050.0,50.0,2023-6-3 12-39-54,,2300082 10004002,2023-05-17,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300082,1000.0,763.1698714,Skin for Life LLC
2300081,2300081,1,10009000,G5 Slimming,1,51800,3800,50400.0,2400.0,2023-6-3 12-40-9,,2300083 10009000,2023-04-02,22310701.0,Grace Medical Centre,1138.0,Jessie Tolntion Matitu,2300083,48000.0,36756.75676,G5  and Co LLC
2300081,2300081,2,10009001,G5 Slimming Applicators,2,2800,1400,4410.0,210.0,2023-6-3 12-40-9,,2300083 10009001,2023-04-02,22310701.0,Grace Medical Centre,1138.0,Jessie Tolntion Matitu,2300083,4200.0,3216.216216,G5  and Co LLC
2300081,2300081,3,10010000,Hiemt A,1,85400,4400,85050.0,4050.0,2023-6-3 12-40-9,,2300083 10010000,2023-04-02,22310701.0,Grace Medical Centre,1138.0,Jessie Tolntion Matitu,2300083,81000.0,62027.02703,Hiemt and Co LLC
2300082,2300082,1,10018001,SVTA Radio Hand Pice 1,4,1680,360,6678.0,318.0,2023-6-3 12-40-21,,2300080 10018001,2023-05-13,22310807.0,Aesthetica Clinic LLC,365.0,Allen Joseph Anora,2300080,6360.0,4785.436893,SPA and Co LLC
2300082,2300082,2,10018002,SVTA Radio Hand Pice 2,3,2100,300,6300.0,300.0,2023-6-3 12-40-21,,2300080 10018002,2023-05-13,22310807.0,Aesthetica Clinic LLC,365.0,Allen Joseph Anora,2300080,6000.0,4514.563107,SPA and Co LLC
2300083,2300083,1,10015000,Mickcara,1,43400,4400,40950.0,1950.0,2023-6-3 12-40-34,,2300081 10015000,2023-05-01,22310888.0,Heavenly Spa,415.0,Tampos Antonio Magalona,2300081,39000.0,32787.61062,Mickcara and Co LLC
2300083,2300083,2,10016000,My Ultrasonic,1,9800,3600,6510.0,310.0,2023-6-3 12-40-34,,2300081 10016000,2023-05-01,22310888.0,Heavenly Spa,415.0,Tampos Antonio Magalona,2300081,6200.0,5212.389381,Ultrasonic and Co LLC
2300084,2300084,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,500,15645.0,745.0,2023-6-3 12-40-51,,2300085 10004001,2023-05-26,22310097.0,Sahar Pharmacy,415.0,Tampos Antonio Magalona,2300085,14900.0,10982.80098,Skin for Life LLC
2300084,2300084,2,10004002,RF Fractional CO2 Laser - Accessories,1,1400,20,1449.0,69.0,2023-6-3 12-40-51,,2300085 10004002,2023-05-26,22310097.0,Sahar Pharmacy,415.0,Tampos Antonio Magalona,2300085,1380.0,1017.199017,Skin for Life LLC
2300085,2300085,1,10018003,SVTA Radio Hand Pice 3,2,1960,880,3192.0,152.0,2023-6-3 12-42-26,,2300084 10018003,2023-05-15,22310873.0,Sera Beauty Lounge,370.0,Ariel Abapo Naciogoyo,2300084,3040.0,2541.176471,SPA and Co LLC
2300085,2300085,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591.0,171.0,2023-6-3 12-42-26,,2300084 10018004,2023-05-15,22310873.0,Sera Beauty Lounge,370.0,Ariel Abapo Naciogoyo,2300084,3420.0,2858.823529,SPA and Co LLC
2300086,2300086,1,10011000,Hydra Fresh,2,74200,15400,139650.0,6650.0,2023-6-3 12-42-38,,2300088 10011000,2023-05-20,22311134.0,Al Dar Medical Center,709.0,Jinu Ambadan Jose,2300088,133000.0,108963.8554,Hydra and Co LLC
2300086,2300086,2,10012000,Hydra-new,1,16800,3800,13650.0,650.0,2023-6-3 12-42-38,,2300088 10012000,2023-05-20,22311134.0,Al Dar Medical Center,709.0,Jinu Ambadan Jose,2300088,13000.0,10650.60241,Hydra and Co LLC
2300086,2300086,3,10013000,Jumia,1,25200,5200,21000.0,1000.0,2023-6-3 12-42-38,,2300088 10013000,2023-05-20,22311134.0,Al Dar Medical Center,709.0,Jinu Ambadan Jose,2300088,20000.0,16385.54217,Jumia and Co LLC
2300087,2300087,1,10006000,Caviation Laser,1,24500,3500,22050.0,1050.0,2023-6-3 12-43-4,,2300089 10006000,2023-05-16,22311163.0,Health Point Hospital LLC,894.0,Dev Kumar Rai,2300089,21000.0,17262.56983,Caviation Laser Co
2300087,2300087,2,10007000,Crio Lipo,1,36400,5400,32550.0,1550.0,2023-6-3 12-43-4,,2300089 10007000,2023-05-16,22311163.0,Health Point Hospital LLC,894.0,Dev Kumar Rai,2300089,31000.0,25482.84118,Crio and Co LLC
2300087,2300087,3,10009001,G5 Slimming Applicators,4,2800,550,11182.5,532.5,2023-6-3 12-43-4,,2300089 10009001,2023-05-16,22311163.0,Health Point Hospital LLC,894.0,Dev Kumar Rai,2300089,10650.0,8754.588986,G5  and Co LLC
2300088,2300088,1,10008001,DeodLeaser Hand Piece,4,2100,350,8452.5,402.5,2023-6-3 12-50-24,,2300086 10008001,2023-05-12,22311052.0,Top Medical Group,418.0,Lucero Jackson Riconose,2300086,8050.0,6000.0,Deod and Co LLC
2300089,2300089,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 12-50-43,,2300087 10019000,2023-05-13,22310916.0,Alexandria Pharmacy,415.0,Tampos Antonio Magalona,2300087,36000.0,29500.0,VCA and Co LLC
2300089,2300089,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 12-50-43,,2300087 10019001,2023-05-13,22310916.0,Alexandria Pharmacy,415.0,Tampos Antonio Magalona,2300087,36000.0,29500.0,VCA and Co LLC
2300090,2300090,1,10001000,Microneedling RF,1,31465,3465,29400.0,1400.0,2023-6-3 12-50-57,,2300091 10001000,2023-05-11,22311664.0,Unicare Clinic,994.0,Michael Cadiang Manza,2300091,28000.0,8451.648966,Adss Laser Co
2300090,2300090,2,10001001,Microneedling RF - HandPiece,4,4725,2175,17561.25,836.25,2023-6-3 12-50-57,,2300091 10001001,2023-05-11,22311664.0,Unicare Clinic,994.0,Michael Cadiang Manza,2300091,16725.0,5048.351034,Adss Laser Co
2300091,2300091,1,10008000,DeodLeaser,2,15400,300,32025.0,1525.0,2023-6-3 12-51-16,,2300090 10008000,2023-05-19,22310029.0,Al Jameya Pharmacy,370.0,Ariel Abapo Naciogoyo,2300090,30500.0,22303.47349,Deod and Co LLC
2300091,2300091,2,10009001,G5 Slimming Applicators,2,2800,255,5612.25,267.25,2023-6-3 12-51-16,,2300090 10009001,2023-05-19,22310029.0,Al Jameya Pharmacy,370.0,Ariel Abapo Naciogoyo,2300090,5345.0,3908.592322,G5  and Co LLC
2300091,2300091,3,10014000,Konmision,1,39200,1200,39900.0,1900.0,2023-6-3 12-51-16,,2300090 10014000,2023-05-19,22310029.0,Al Jameya Pharmacy,370.0,Ariel Abapo Naciogoyo,2300090,38000.0,27787.93419,Konmision and Co LLC
2300092,2300092,1,10018007,SVTA Radio Hand Pice 7,2,2520,1040,4200.0,200.0,2023-6-3 12-51-57,,2300094 10018007,2023-04-27,22311852.0,Zaki Ladies Salon,1008.0,Jalil Khadim Hussain,2300094,4000.0,3363.057325,SPA and Co LLC
2300092,2300092,2,10018008,SVTA Radio Hand Pice 8,3,1400,350,4042.5,192.5,2023-6-3 12-51-57,,2300094 10018008,2023-04-27,22311852.0,Zaki Ladies Salon,1008.0,Jalil Khadim Hussain,2300094,3850.0,3236.942675,SPA and Co LLC
2300093,2300093,1,10018001,SVTA Radio Hand Pice 1,1,1680,360,1386.0,66.0,2023-6-3 12-52-13,,2300092 10018001,2023-05-27,22310182.0,Spaces Spa Center,370.0,Ariel Abapo Naciogoyo,2300092,1320.0,1062.068966,SPA and Co LLC
2300093,2300093,2,10018002,SVTA Radio Hand Pice 2,2,2100,300,4095.0,195.0,2023-6-3 12-52-13,,2300092 10018002,2023-05-27,22310182.0,Spaces Spa Center,370.0,Ariel Abapo Naciogoyo,2300092,3900.0,3137.931034,SPA and Co LLC
2300094,2300094,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900.0,3900.0,2023-6-3 12-52-27,,2300093 10004000,2023-04-30,22311663.0,Zulekha Hospital LLC,981.0,Raj Kumar Giri,2300093,78000.0,58500.0,Skin for Life LLC
2300095,2300095,1,10006000,Caviation Laser,1,24500,6000,19425.0,925.0,2023-6-3 12-52-47,,2300096 10006000,2023-06-09,22310269.0,Flora Beauty Spa,1098.0,Joyson Joseph Kalaparambath,2300096,18500.0,17500.0,Caviation Laser Co
2300096,2300096,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 12-53-0,,2300095 10001000,2023-05-20,22310093.0,Women's Medical Center (Dr. Ameena),370.0,Ariel Abapo Naciogoyo,2300095,29000.0,22421.2963,Adss Laser Co
