id,siRef,sno,itmCod,desc,qty,price,disc,tot,vat,traDate,action,unique,siDat,cusCode,cusName,spCode,spCName,dlRef,wac
2300058,2300058,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914,234,2023-6-3 12-33-20,,2300060 10018001,5/13/2023,22310827,Al Soor Pharmacy LLC,370,Ariel Abapo Naciogoyo,2300060,3741.948
2300059,2300059,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,700,15435,735,2023-6-3 12-33-36,,2300058 10004001,4/19/2023,22310200,German Clinic FZ LLC,418,Lucero Jackson Riconose,2300058,11202.73
2300059,2300059,2,10004002,RF Fractional CO2 Laser - Accessories,5,1400,1600,5670,270,2023-6-3 12-33-36,,2300058 10004002,4/19/2023,22310200,German Clinic FZ LLC,418,Lucero Jackson Riconose,2300058,5197.15
2300060,2300060,1,10018007,SVTA Radio Hand Pice 7,1,2520,500,2121,101,2023-6-3 12-33-49,,2300059 10018007,4/9/2023,22310133,Al Samnan Clinic,365,Allen Joseph Anora,2300059,1845.774
2300060,2300060,2,10018008,SVTA Radio Hand Pice 8,3,1400,30,4378.5,208.5,2023-6-3 12-33-49,,2300059 10018008,4/9/2023,22310133,Al Samnan Clinic,365,Allen Joseph Anora,2300059,3055.29
2300060,2300060,3,10018000,SVTA Radio,2,25200,3200,49560,2360,2023-6-3 12-33-49,,2300059 10018000,4/9/2023,22310133,Al Samnan Clinic,365,Allen Joseph Anora,2300059,37419.48
2300061,2300061,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050,2050,2023-6-3 12-34-14,,2300063 10003000,4/25/2023,22310802,Elite Medical Centre,366,Franco Viola Parota,2300063,35028.791
2300061,2300061,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,9135,435,2023-6-3 12-34-14,,2300063 10003001,4/25/2023,22310802,Elite Medical Centre,366,Franco Viola Parota,2300063,9102.87
2300062,2300062,1,10018000,SVTA Radio,1,25200,500,25935,1235,2023-6-3 12-34-27,,2300064 10018000,3/31/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300064,18709.74
2300062,2300062,2,10018001,SVTA Radio Hand Pice 1,1,1680,180,1575,75,2023-6-3 12-34-27,,2300064 10018001,3/31/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300064,1247.316
2300062,2300062,3,10018002,SVTA Radio Hand Pice 2,1,2100,200,1995,95,2023-6-3 12-34-27,,2300064 10018002,3/31/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300064,1517.145
2300062,2300062,4,10018003,SVTA Radio Hand Pice 3,1,1960,190,1858.5,88.5,2023-6-3 12-34-27,,2300064 10018003,3/31/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300064,1435.602
2300062,2300062,5,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 12-34-27,,2300064 10018004,3/31/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300064,2647.918
2300064,2300064,1,10008001,DeodLeaser Hand Piece,3,2100,300,6300,300,2023-6-3 12-35-14,,2300062 10008001,4/23/2023,22310776,Mafraq Hospital,365,Allen Joseph Anora,2300062,4677.435
2300064,2300064,2,10008000,DeodLeaser,1,15400,3400,12600,600,2023-6-3 12-35-14,,2300062 10008000,4/23/2023,22310776,Mafraq Hospital,365,Allen Joseph Anora,2300062,11125.73
2300065,2300065,1,10001000,Microneedling RF,2,31465,2465,63488.25,3023.25,2023-6-3 12-35-45,,2300067 10001000,3/30/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300067,45463.7785
2300065,2300065,2,10001001,Microneedling RF - HandPiece,3,4725,1450,13361.25,636.25,2023-6-3 12-35-45,,2300067 10001001,3/30/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300067,10382.47875
2300065,2300065,3,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,1700,14385,685,2023-6-3 12-35-45,,2300067 10004001,3/30/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300067,11202.73
2300065,2300065,4,10004002,RF Fractional CO2 Laser - Accessories,2,1400,400,2520,120,2023-6-3 12-35-45,,2300067 10004002,3/30/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300067,2078.86
2300066,2300066,1,10018003,SVTA Radio Hand Pice 3,1,1960,1880,84,4,2023-6-3 12-36-13,,2300065 10018003,4/13/2023,22310341,Kaya Trading,894,Dev Kumar Rai,2300065,1435.602
2300066,2300066,2,10018004,SVTA Radio Hand Pice 4,2,1820,320,3486,166,2023-6-3 12-36-13,,2300065 10018004,4/13/2023,22310341,Kaya Trading,894,Dev Kumar Rai,2300065,2647.918
2300067,2300067,1,10019000,VCA Laser,2,39200,9400,72450,3450,2023-6-3 12-36-49,,2300068 10019000,4/30/2023,22311242,ICON CLINIC LLC,894,Dev Kumar Rai,2300068,56640.08
2300067,2300067,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 12-36-49,,2300068 10019001,4/30/2023,22311242,ICON CLINIC LLC,894,Dev Kumar Rai,2300068,31788.33
2300068,2300068,1,10007000,Crio Lipo,1,36400,4400,33600,1600,2023-6-3 12-37-2,,2300066 10007000,4/5/2023,22310207,Delta Pharmacy,329,Sanjay Kumar Mandal,2300066,26479.18
2300068,2300068,2,10008001,DeodLeaser Hand Piece,3,2100,300,6300,300,2023-6-3 12-37-2,,2300066 10008001,4/5/2023,22310207,Delta Pharmacy,329,Sanjay Kumar Mandal,2300066,4677.435
2300069,2300069,1,10019000,VCA Laser,1,39200,6200,34650,1650,2023-6-3 12-37-16,,2300070 10019000,5/15/2023,22311027,Visage Pharmacy,329,Sanjay Kumar Mandal,2300070,28320.04
2300069,2300069,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125,3625,2023-6-3 12-37-16,,2300070 10019001,5/15/2023,22311027,Visage Pharmacy,329,Sanjay Kumar Mandal,2300070,63576.66
2300070,2300070,1,10008001,DeodLeaser Hand Piece,1,2100,300,1890,90,2023-6-3 12-37-35,,2300069 10008001,4/15/2023,22310439,NAS Medical,1008,Jalil Khadim Hussain,2300069,1559.145
2300071,2300071,1,10013000,Jumia,1,25200,2200,24150,1150,2023-6-3 12-37-51,,2300072 10013000,5/13/2023,22310789,Al Sharq Hospital,418,Lucero Jackson Riconose,2300072,18331.74
2300071,2300071,2,10014000,Konmision,1,39200,3200,37800,1800,2023-6-3 12-37-51,,2300072 10014000,5/13/2023,22310789,Al Sharq Hospital,418,Lucero Jackson Riconose,2300072,29104.04
2300072,2300072,1,10016000,My Ultrasonic,1,9800,2600,7560,360,2023-6-3 12-38-7,,2300071 10016000,5/18/2023,22311066,American European Medical Center,598,Allen Madrid Gomez,2300071,7178.01
2300073,2300073,1,10018005,SVTA Radio Hand Pice 5,2,2240,240,4452,212,2023-6-3 12-38-21,,2300074 10018005,4/19/2023,22310436,NADA Pharmacy,994,Michael Cadiang Manza,2300074,3326.176
2300073,2300073,2,10018006,SVTA Radio Hand Pice 6,1,2380,1760,651,31,2023-6-3 12-38-21,,2300074 10018006,4/19/2023,22310436,NADA Pharmacy,994,Michael Cadiang Manza,2300074,1719.431
2300074,2300074,1,10018000,SVTA Radio,1,25200,4400,21840,1040,2023-6-3 12-38-32,,2300073 10018000,4/3/2023,22310646,American Hospital Dubai LLC,366,Franco Viola Parota,2300073,18709.74
2300074,2300074,2,10019000,VCA Laser,2,39200,320,81984,3904,2023-6-3 12-38-32,,2300073 10019000,4/3/2023,22310646,American Hospital Dubai LLC,366,Franco Viola Parota,2300073,56640.08
2300075,2300075,1,10018004,SVTA Radio Hand Pice 4,2,1820,200,3612,172,2023-6-3 12-38-42,,2300076 10018004,4/11/2023,22311809,Carmen Beauty Salon,994,Michael Cadiang Manza,2300076,2647.918
2300075,2300075,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557,217,2023-6-3 12-38-42,,2300076 10018005,4/11/2023,22311809,Carmen Beauty Salon,994,Michael Cadiang Manza,2300076,3326.176
2300076,2300076,1,10006000,Caviation Laser,1,24500,6000,19425,925,2023-6-3 12-38-58,,2300075 10006000,4/22/2023,22310580,Al Qaser Medical Center,1098,Joyson Joseph Kalaparambath,2300075,17945.025
2300077,2300077,1,10016000,My Ultrasonic,2,9800,1800,18690,890,2023-6-3 12-39-12,,2300079 10016000,4/30/2023,22311988,Glamour Care Clinics LLC,1138,Jessie Tolntion Matitu,2300079,14356.02
2300077,2300077,2,10017000,SPA Slim,1,8400,1400,7350,350,2023-6-3 12-39-12,,2300079 10017000,4/30/2023,22311988,Glamour Care Clinics LLC,1138,Jessie Tolntion Matitu,2300079,6110.58
2300078,2300078,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,2016,96,2023-6-3 12-39-26,,2300077 10018005,4/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300077,4989.264
2300078,2300078,2,10018006,SVTA Radio Hand Pice 6,4,2380,0,9996,476,2023-6-3 12-39-26,,2300077 10018006,4/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300077,6877.724
2300078,2300078,3,10018007,SVTA Radio Hand Pice 7,4,2520,0,10584,504,2023-6-3 12-39-26,,2300077 10018007,4/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300077,7383.096
2300078,2300078,4,10018008,SVTA Radio Hand Pice 8,3,1400,0,4410,210,2023-6-3 12-39-26,,2300077 10018008,4/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300077,3055.29
2300078,2300078,5,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 12-39-26,,2300077 10018000,4/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300077,18709.74
2300079,2300079,1,10008000,DeodLeaser,1,15400,3400,12600,600,2023-6-3 12-39-39,,2300078 10008000,4/27/2023,22311863,Beverly Hills Speciality Center LLC,1098,Joyson Joseph Kalaparambath,2300078,11125.73
2300079,2300079,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 12-39-39,,2300078 10008001,4/27/2023,22311863,Beverly Hills Speciality Center LLC,1098,Joyson Joseph Kalaparambath,2300078,3118.29
2300080,2300080,1,10001000,Microneedling RF,2,31465,2465,63488.25,3023.25,2023-6-3 12-39-54,,2300082 10001000,5/17/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300082,45463.7785
2300080,2300080,2,10001001,Microneedling RF - HandPiece,3,4725,1450,13361.25,636.25,2023-6-3 12-39-54,,2300082 10001001,5/17/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300082,10382.47875
2300080,2300080,3,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,1700,14385,685,2023-6-3 12-39-54,,2300082 10004001,5/17/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300082,11202.73
2300080,2300080,4,10004002,RF Fractional CO2 Laser - Accessories,1,1400,400,1050,50,2023-6-3 12-39-54,,2300082 10004002,5/17/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300082,1039.43
2300081,2300081,1,10009000,G5 Slimming,1,51800,3800,50400,2400,2023-6-3 12-40-9,,2300083 10009000,4/2/2023,22310701,Grace Medical Centre,1138,Jessie Tolntion Matitu,2300083,37681.91
2300081,2300081,2,10009001,G5 Slimming Applicators,2,2800,1400,4410,210,2023-6-3 12-40-9,,2300083 10009001,4/2/2023,22310701,Grace Medical Centre,1138,Jessie Tolntion Matitu,2300083,4101.72
2300081,2300081,3,10010000,Hiemt A,1,85400,4400,85050,4050,2023-6-3 12-40-9,,2300083 10010000,4/2/2023,22310701,Grace Medical Centre,1138,Jessie Tolntion Matitu,2300083,63405.23
2300082,2300082,1,10018001,SVTA Radio Hand Pice 1,4,1680,360,6678,318,2023-6-3 12-40-21,,2300080 10018001,5/13/2023,22310807,Aesthetica Clinic LLC,365,Allen Joseph Anora,2300080,4989.264
2300082,2300082,2,10018002,SVTA Radio Hand Pice 2,3,2100,300,6300,300,2023-6-3 12-40-21,,2300080 10018002,5/13/2023,22310807,Aesthetica Clinic LLC,365,Allen Joseph Anora,2300080,4551.435
2300083,2300083,1,10015000,Mickcara,1,43400,4400,40950,1950,2023-6-3 12-40-34,,2300081 10015000,5/1/2023,22310888,Heavenly Spa,415,Tampos Antonio Magalona,2300081,31354.33
2300083,2300083,2,10016000,My Ultrasonic,1,9800,3600,6510,310,2023-6-3 12-40-34,,2300081 10016000,5/1/2023,22310888,Heavenly Spa,415,Tampos Antonio Magalona,2300081,7178.01
2300084,2300084,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,500,15645,745,2023-6-3 12-40-51,,2300085 10004001,5/26/2023,22310097,Sahar Pharmacy,415,Tampos Antonio Magalona,2300085,11202.73
2300084,2300084,2,10004002,RF Fractional CO2 Laser - Accessories,1,1400,20,1449,69,2023-6-3 12-40-51,,2300085 10004002,5/26/2023,22310097,Sahar Pharmacy,415,Tampos Antonio Magalona,2300085,1039.43
2300085,2300085,1,10018003,SVTA Radio Hand Pice 3,2,1960,880,3192,152,2023-6-3 12-42-26,,2300084 10018003,5/15/2023,22310873,Sera Beauty Lounge,370,Ariel Abapo Naciogoyo,2300084,2871.204
2300085,2300085,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 12-42-26,,2300084 10018004,5/15/2023,22310873,Sera Beauty Lounge,370,Ariel Abapo Naciogoyo,2300084,2647.918
2300086,2300086,1,10011000,Hydra Fresh,2,74200,15400,139650,6650,2023-6-3 12-42-38,,2300088 10011000,5/20/2023,22311134,Al Dar Medical Center,709,Jinu Ambadan Jose,2300088,107211.58
2300086,2300086,2,10012000,Hydra-new,1,16800,3800,13650,650,2023-6-3 12-42-38,,2300088 10012000,5/20/2023,22311134,Al Dar Medical Center,709,Jinu Ambadan Jose,2300088,12305.16
2300086,2300086,3,10013000,Jumia,1,25200,5200,21000,1000,2023-6-3 12-42-38,,2300088 10013000,5/20/2023,22311134,Al Dar Medical Center,709,Jinu Ambadan Jose,2300088,18331.74
2300087,2300087,1,10006000,Caviation Laser,1,24500,3500,22050,1050,2023-6-3 12-43-4,,2300089 10006000,5/16/2023,22311163,Health Point Hospital LLC,894,Dev Kumar Rai,2300089,17945.025
2300087,2300087,2,10007000,Crio Lipo,1,36400,5400,32550,1550,2023-6-3 12-43-4,,2300089 10007000,5/16/2023,22311163,Health Point Hospital LLC,894,Dev Kumar Rai,2300089,26479.18
2300087,2300087,3,10009001,G5 Slimming Applicators,4,2800,550,11182.5,532.5,2023-6-3 12-43-4,,2300089 10009001,5/16/2023,22311163,Health Point Hospital LLC,894,Dev Kumar Rai,2300089,8203.44
2300088,2300088,1,10008001,DeodLeaser Hand Piece,4,2100,350,8452.5,402.5,2023-6-3 12-50-24,,2300086 10008001,5/12/2023,22311052,Top Medical Group,418,Lucero Jackson Riconose,2300086,6236.58
2300089,2300089,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 12-50-43,,2300087 10019000,5/13/2023,22310916,Alexandria Pharmacy,415,Tampos Antonio Magalona,2300087,28320.04
2300089,2300089,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 12-50-43,,2300087 10019001,5/13/2023,22310916,Alexandria Pharmacy,415,Tampos Antonio Magalona,2300087,31788.33
2300090,2300090,1,10001000,Microneedling RF,1,31465,3465,29400,1400,2023-6-3 12-50-57,,2300091 10001000,5/11/2023,22311664,Unicare Clinic,994,Michael Cadiang Manza,2300091,22731.88925
2300090,2300090,2,10001001,Microneedling RF - HandPiece,4,4725,2175,17561.25,836.25,2023-6-3 12-50-57,,2300091 10001001,5/11/2023,22311664,Unicare Clinic,994,Michael Cadiang Manza,2300091,13843.305
2300091,2300091,1,10008000,DeodLeaser,2,15400,300,32025,1525,2023-6-3 12-51-16,,2300090 10008000,5/19/2023,22310029,Al Jameya Pharmacy,370,Ariel Abapo Naciogoyo,2300090,22251.46
2300091,2300091,2,10009001,G5 Slimming Applicators,2,2800,255,5612.25,267.25,2023-6-3 12-51-16,,2300090 10009001,5/19/2023,22310029,Al Jameya Pharmacy,370,Ariel Abapo Naciogoyo,2300090,4101.72
2300091,2300091,3,10014000,Konmision,1,39200,1200,39900,1900,2023-6-3 12-51-16,,2300090 10014000,5/19/2023,22310029,Al Jameya Pharmacy,370,Ariel Abapo Naciogoyo,2300090,29104.04
2300092,2300092,1,10018007,SVTA Radio Hand Pice 7,2,2520,1040,4200,200,2023-6-3 12-51-57,,2300094 10018007,4/27/2023,22311852,Zaki Ladies Salon,1008,Jalil Khadim Hussain,2300094,3691.548
2300092,2300092,2,10018008,SVTA Radio Hand Pice 8,3,1400,350,4042.5,192.5,2023-6-3 12-51-57,,2300094 10018008,4/27/2023,22311852,Zaki Ladies Salon,1008,Jalil Khadim Hussain,2300094,3055.29
2300093,2300093,1,10018001,SVTA Radio Hand Pice 1,1,1680,360,1386,66,2023-6-3 12-52-13,,2300092 10018001,5/27/2023,22310182,Spaces Spa Center,370,Ariel Abapo Naciogoyo,2300092,1247.316
2300093,2300093,2,10018002,SVTA Radio Hand Pice 2,2,2100,300,4095,195,2023-6-3 12-52-13,,2300092 10018002,5/27/2023,22310182,Spaces Spa Center,370,Ariel Abapo Naciogoyo,2300092,3034.29
2300094,2300094,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900,3900,2023-6-3 12-52-27,,2300093 10004000,4/30/2023,22311663,Zulekha Hospital LLC,981,Raj Kumar Giri,2300093,59987.655
2300095,2300095,1,10006000,Caviation Laser,1,24500,6000,19425,925,2023-6-3 12-52-47,,2300096 10006000,6/9/2023,22310269,Flora Beauty Spa,1098,Joyson Joseph Kalaparambath,2300096,17945.025
2300096,2300096,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 12-53-0,,2300095 10001000,5/20/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300095,22731.88925
2300096,2300096,2,10001001,Microneedling RF - HandPiece,2,4725,650,9240,440,2023-6-3 12-53-0,,2300095 10001001,5/20/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300095,6921.6525
2300097,2300097,1,10018003,SVTA Radio Hand Pice 3,1,1960,1880,84,4,2023-6-3 12-53-14,,2300098 10018003,6/11/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300098,1435.602
2300097,2300097,2,10018004,SVTA Radio Hand Pice 4,2,1820,320,3486,166,2023-6-3 12-53-14,,2300098 10018004,6/11/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300098,2647.918
2300098,2300098,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950,3950,2023-6-3 13-1-58,,2300099 10004000,5/19/2023,22310055,Al Noor Pharmacy,366,Franco Viola Parota,2300099,59987.655
2300098,2300098,2,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,300,15855,755,2023-6-3 13-1-58,,2300099 10004001,5/19/2023,22310055,Al Noor Pharmacy,366,Franco Viola Parota,2300099,11202.73
2300099,2300099,1,10018005,SVTA Radio Hand Pice 5,3,2240,240,6804,324,2023-6-3 13-2-22,,2300100 10018005,6/10/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300100,4989.264
2300099,2300099,2,10018006,SVTA Radio Hand Pice 6,1,2380,1760,651,31,2023-6-3 13-2-22,,2300100 10018006,6/10/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300100,1719.431
2300100,2300100,1,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 13-2-37,,2300101 10018004,6/8/2023,22310093,Women's Medical Center (Dr. Ameena),417,Jaime  Endaya,2300101,2647.918
2300100,2300100,2,10018005,SVTA Radio Hand Pice 5,1,2240,240,2100,100,2023-6-3 13-2-37,,2300101 10018005,6/8/2023,22310093,Women's Medical Center (Dr. Ameena),417,Jaime  Endaya,2300101,1663.088
2300101,2300101,1,10007000,Crio Lipo,1,36400,3400,34650,1650,2023-6-3 13-2-53,,2300097 10007000,6/10/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300097,26479.18
2300101,2300101,2,10008001,DeodLeaser Hand Piece,2,2100,1300,3045,145,2023-6-3 13-2-53,,2300097 10008001,6/10/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300097,3118.29
2300102,2300102,1,10008001,DeodLeaser Hand Piece,3,2100,300,6300,300,2023-6-3 13-3-5,,2300103 10008001,6/21/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300103,4677.435
2300102,2300102,2,10008000,DeodLeaser,1,15400,3400,12600,600,2023-6-3 13-3-5,,2300103 10008000,6/21/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300103,11125.73
2300103,2300103,1,10018000,SVTA Radio,1,25200,4400,21840,1040,2023-6-3 13-3-19,,2300102 10018000,5/30/2023,22310269,Flora Beauty Spa,366,Franco Viola Parota,2300102,18709.74
2300103,2300103,2,10019000,VCA Laser,2,39200,320,81984,3904,2023-6-3 13-3-19,,2300102 10019000,5/30/2023,22310269,Flora Beauty Spa,366,Franco Viola Parota,2300102,56640.08
2300104,2300104,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914,234,2023-6-3 13-3-38,,2300107 10018001,7/19/2023,22310055,Al Noor Pharmacy,365,Allen Joseph Anora,2300107,3741.948
2300104,2300104,2,10018002,SVTA Radio Hand Pice 2,2,2100,300,4095,195,2023-6-3 13-3-38,,2300107 10018002,7/19/2023,22310055,Al Noor Pharmacy,365,Allen Joseph Anora,2300107,3034.29
2300105,2300105,1,10018001,SVTA Radio Hand Pice 1,1,1680,280,1470,70,2023-6-3 13-3-52,,2300104 10018001,6/15/2023,22310102,Health &amp; Aesthetic Medical Center,417,Jaime  Endaya,2300104,1247.316
2300105,2300105,2,10018000,SVTA Radio,2,25200,3200,49560,2360,2023-6-3 13-3-52,,2300104 10018000,6/15/2023,22310102,Health &amp; Aesthetic Medical Center,417,Jaime  Endaya,2300104,37419.48
2300106,2300106,1,10018007,SVTA Radio Hand Pice 7,1,2520,500,2121,101,2023-6-3 13-4-7,,2300105 10018007,6/16/2023,22310097,Sahar Pharmacy,365,Allen Joseph Anora,2300105,1845.774
2300106,2300106,2,10018008,SVTA Radio Hand Pice 8,1,1400,30,1438.5,68.5,2023-6-3 13-4-7,,2300105 10018008,6/16/2023,22310097,Sahar Pharmacy,365,Allen Joseph Anora,2300105,1018.43
2300106,2300106,3,10018000,SVTA Radio,2,25200,3200,49560,2360,2023-6-3 13-4-7,,2300105 10018000,6/16/2023,22310097,Sahar Pharmacy,365,Allen Joseph Anora,2300105,37419.48
2300107,2300107,1,10011000,Hydra Fresh,1,74200,14200,63000,3000,2023-6-3 13-4-25,,2300108 10011000,6/13/2023,22310439,NAS Medical,370,Ariel Abapo Naciogoyo,2300108,53605.79
2300107,2300107,2,10013000,Jumia,1,25200,5200,21000,1000,2023-6-3 13-4-25,,2300108 10013000,6/13/2023,22310439,NAS Medical,370,Ariel Abapo Naciogoyo,2300108,18331.74
2300107,2300107,3,10016000,My Ultrasonic,1,9800,1600,8610,410,2023-6-3 13-4-25,,2300108 10016000,6/13/2023,22310439,NAS Medical,370,Ariel Abapo Naciogoyo,2300108,7178.01
2300108,2300108,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 13-4-40,,2300109 10019000,6/16/2023,22310207,Delta Pharmacy,981,Raj Kumar Giri,2300109,28320.04
2300108,2300108,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 13-4-40,,2300109 10019001,6/16/2023,22310207,Delta Pharmacy,981,Raj Kumar Giri,2300109,31788.33
2300109,2300109,1,10015000,Mickcara,1,43400,4400,40950,1950,2023-6-3 13-6-6,,2300110 10015000,6/29/2023,22310097,Sahar Pharmacy,415,Tampos Antonio Magalona,2300110,31354.33
2300109,2300109,2,10016000,My Ultrasonic,1,9800,3600,6510,310,2023-6-3 13-6-6,,2300110 10016000,6/29/2023,22310097,Sahar Pharmacy,415,Tampos Antonio Magalona,2300110,7178.01
2300110,2300110,1,10018000,SVTA Radio,1,25200,500,25935,1235,2023-6-3 13-6-20,,2300111 10018000,5/24/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300111,18709.74
2300110,2300110,2,10018001,SVTA Radio Hand Pice 1,2,1680,180,3339,159,2023-6-3 13-6-20,,2300111 10018001,5/24/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300111,2494.632
2300110,2300110,3,10018002,SVTA Radio Hand Pice 2,2,2100,200,4200,200,2023-6-3 13-6-20,,2300111 10018002,5/24/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300111,3034.29
2300110,2300110,4,10018003,SVTA Radio Hand Pice 3,1,1960,190,1858.5,88.5,2023-6-3 13-6-20,,2300111 10018003,5/24/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300111,1435.602
2300110,2300110,5,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 13-6-20,,2300111 10018004,5/24/2023,22310131,Ali Bin Ali Medical,1008,Jalil Khadim Hussain,2300111,2647.918
2300111,2300111,1,10012000,Hydra-new,1,16800,280,17346,826,2023-6-3 13-6-44,,2300112 10012000,6/17/2023,22310133,Al Samnan Clinic,366,Franco Viola Parota,2300112,12305.16
2300111,2300111,2,10013000,Jumia,1,25200,3200,23100,1100,2023-6-3 13-6-44,,2300112 10013000,6/17/2023,22310133,Al Samnan Clinic,366,Franco Viola Parota,2300112,18331.74
2300112,2300112,1,10007000,Crio Lipo,1,36400,4400,33600,1600,2023-6-3 13-6-58,,2300113 10007000,6/7/2023,22310131,Ali Bin Ali Medical,329,Sanjay Kumar Mandal,2300113,26479.18
2300112,2300112,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 13-6-58,,2300113 10008001,6/7/2023,22310131,Ali Bin Ali Medical,329,Sanjay Kumar Mandal,2300113,3118.29
2300113,2300113,1,10008001,DeodLeaser Hand Piece,3,2100,350,6247.5,297.5,2023-6-3 13-7-28,,2300114 10008001,7/11/2023,22310131,Ali Bin Ali Medical,418,Lucero Jackson Riconose,2300114,4677.435
2300114,2300114,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 13-7-48,,2300115 10001000,6/16/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300115,22731.88925
2300114,2300114,2,10001001,Microneedling RF - HandPiece,1,4725,2450,2388.75,113.75,2023-6-3 13-7-48,,2300115 10001001,6/16/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300115,3460.82625
2300115,2300115,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900,3900,2023-6-3 13-8-1,,2300116 10004000,6/29/2023,22310207,Delta Pharmacy,981,Raj Kumar Giri,2300116,59987.655
2300116,2300116,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,700,7350,350,2023-6-3 13-8-24,,2300117 10004001,6/16/2023,22310131,Ali Bin Ali Medical,418,Lucero Jackson Riconose,2300117,5601.365
2300116,2300116,2,10004002,RF Fractional CO2 Laser - Accessories,1,1400,1600,-210,-10,2023-6-3 13-8-24,,2300117 10004002,6/16/2023,22310131,Ali Bin Ali Medical,418,Lucero Jackson Riconose,2300117,1039.43
2300117,2300117,1,10019000,VCA Laser,1,39200,9400,31290,1490,2023-6-3 13-8-40,,2300118 10019000,7/2/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300118,28320.04
